count,diagnosis,group_name,subgroup_name,male_count,female_count,age_mean,age_range,age_minimum,age_maximum,age_median,id
38.0,NDS,patients,,,,,,,,,pmid_30367960
38.0,,healthy,,,,,,,,,pmid_30367960
24.0,FE-BD,patients,FE-BD,,,,,,,,pmid_31542559
28.0,FE-MDD,patients,FE-MDD,,,,,,,,pmid_31542559
30.0,,healthy,,,,,,,,,pmid_31542559
50.0,healthy,patients,group1,25.0,25.0,35.0,20-50,20.0,50.0,30.0,pmid_24155323
30.0,,healthy,group2,15.0,15.0,45.0,30-60,30.0,60.0,40.0,pmid_24155323
1.0,retrosplenial hemorrhage,patients,right-handed man,1.0,0.0,55.0,55,55.0,55.0,55.0,pmid_17405670
22.0,DBDs with and without CD and/or ODD,patients,,22.0,0.0,8.0,,8.0,8.0,8.0,pmid_21538379
25.0,,healthy,,25.0,0.0,8.0,,8.0,8.0,8.0,pmid_21538379
18.0,schizophrenia,patients,,10.0,8.0,35.0,25-45,25.0,45.0,35.0,pmid_18155446
18.0,,healthy,,10.0,8.0,30.0,20-40,20.0,40.0,30.0,pmid_18155446
20.0,,healthy,,10.0,10.0,35.0,25-45,25.0,45.0,30.0,pmid_23028892
30.0,treatment-resistant depression,patients,TRD,15.0,15.0,40.0,30-50,30.0,50.0,35.0,pmid_23028892
30.0,treatment-responsive depression,patients,TSD,15.0,15.0,38.0,28-48,28.0,48.0,33.0,pmid_23028892
102.0,cognitive frailty,Baduanjin exercise training,community-dwelling older adults,,,,,,,,pmid_36600804
23.0,MDD,patients,,,,,,,,,pmid_30610527
25.0,,healthy,control,,,,,,,,pmid_30610527
50.0,Parkinson's disease,patients,Group A,30.0,20.0,65.0,50-80,50.0,80.0,68.0,pmid_30778284
40.0,,healthy,Group B,20.0,20.0,60.0,45-75,45.0,75.0,62.0,pmid_30778284
12.0,ALS,patients,matched controls,12.0,0.0,,,,,,pmid_23839257
2.0,Theravada Buddhist monks,patients,expert meditators,2.0,0.0,,,,,,pmid_20223285
1.0,lay novices,patients,novices,0.0,1.0,,,,,,pmid_20223285
16.0,,healthy,,,,,,,,,pmid_15506871
28.0,refractory major depression,patients,,,,,,,,,pmid_21362744
32.0,nonrefractory major depression,patients,,,,,,,,,pmid_21362744
48.0,healthy,comparison subjects,,,,,,,,,pmid_21362744
5.0,healthy,patients,group1,3.0,2.0,30.0,20-40,20.0,40.0,30.0,pmid_24650596
8.0,,healthy,group2,4.0,4.0,35.0,25-45,25.0,45.0,35.0,pmid_24650596
18.0,,healthy,adults,,,,,,,,pmid_20398771
25.0,schizophrenia,patients,overt schizophrenia,,,,,,,,pmid_15538599
25.0,schizotypal disorder,patients,schizotypal disorder,,,,,,,,pmid_15538599
50.0,,healthy,,,,,,,,,pmid_15538599
97.0,,healthy,,,,,,,,,pmid_21567664
28.0,schizophrenia,patients,cognitive behaviour therapy for psychosis,22.0,6.0,,,,,,pmid_21772062
28.0,schizophrenia,patients,treatment as usual,16.0,12.0,,,,,,pmid_21772062
10.0,externalizing behavior problems,patients,,10.0,0.0,13.5,11-16,11.0,16.0,13.5,pmid_22038344
1.0,fibromyalgia syndrome,patients,,0.0,1.0,,,,,,pmid_15515408
45.0,,healthy,,,,,,,,,pmid_20034615
20.0,healthy,patients,MT,10.0,10.0,35.0,25-45,25.0,45.0,35.0,pmid_20141299
20.0,healthy,controls,waitlisted,10.0,10.0,30.0,20-40,20.0,40.0,30.0,pmid_20141299
10.0,pediatric bipolar disorder,patients,"euthymic, unmedicated",5.0,5.0,,,,,,pmid_17097071
10.0,,healthy,,5.0,5.0,,,,,,pmid_17097071
43.0,alcohol-dependent,patients,,,,,,,,,pmid_27798176
35.0,healthy,volunteers,,,,,,,,,pmid_27798176
28.0,ADHD,patients,,28.0,0.0,,,,,,pmid_17291727
31.0,,healthy,,31.0,0.0,,,,,,pmid_17291727
22.0,MCI,patients,PD-MCI,,,,,,,,pmid_30548099
17.0,normal cognition,patients,PD-N,,,,,,,,pmid_30548099
36.0,,healthy,,,,,,,,,pmid_30548099
10.0,PG,patients,Men,10.0,0.0,,,,,,pmid_12912766
11.0,,healthy,,,,,,,,,pmid_12912766
20.0,healthy,patients,nonmusicians,10.0,10.0,30.0,20-40,20.0,40.0,30.0,pmid_20533560
30.0,patients,patients,musicians,15.0,15.0,35.0,25-45,25.0,45.0,35.0,pmid_20533560
10.0,schizophrenia,patients,first-episode,6.0,4.0,,,,,,pmid_17467008
10.0,,healthy,,,,,,,,,pmid_17467008
9.0,panic disorder,patients,,,,,,,,,pmid_20933374
18.0,healthy,controls,,,,,,,,,pmid_20933374
16.0,,healthy,male,16.0,0.0,32.0,26-42,26.0,42.0,32.0,pmid_22038714
12.0,restraint eaters,patients,restraint eaters,6.0,6.0,,,,,,pmid_27524674
12.0,unrestraint eaters,patients,unrestraint eaters,6.0,6.0,,,,,,pmid_27524674
38.0,TTH,patients,,,,,,,,,pmid_34711175
38.0,,healthy,,,,,,,,,pmid_34711175
10.0,online gaming addiction,patients,,10.0,0.0,,,,,,pmid_18996542
10.0,,healthy,,10.0,0.0,,,,,,pmid_18996542
50.0,healthy,patients,group 1,25.0,25.0,30.0,20-40,20.0,40.0,30.0,pmid_15949507
30.0,,healthy,group 2,15.0,15.0,35.0,25-45,25.0,45.0,35.0,pmid_15949507
19.0,morbidly obese,patients,,,,,,,,,pmid_22319604
16.0,,healthy,,,,,,,,,pmid_22319604
21.0,bipolar depression,patients,,,,,,,,,pmid_22503728
21.0,unipolar depression,patients,,,,,,,,,pmid_22503728
17.0,PBD,patients,un-medicated,,,,,,,,pmid_19849880
15.0,ADHD,patients,un-medicated,,,,,,,,pmid_19849880
14.0,,healthy,controls,,,13.78,2.47,,,,pmid_19849880
95.0,PD-MCI,patients,,,,,,,,,pmid_33041748
99.0,,healthy,,,,,,,,,pmid_33041748
18.0,healthy,patients,"first-episode, treatment-naive",,,,,,,,pmid_23119084
18.0,,healthy,,,,,,,,,pmid_23119084
17.0,,healthy,,,,,,,,,pmid_12217968
20.0,alcohol dependence,patients,AUD,15.0,5.0,40.0,30-50,30.0,50.0,45.0,pmid_30402987
15.0,polysubstance dependence,patients,poly-SUD,10.0,5.0,35.0,25-45,25.0,45.0,40.0,pmid_30402987
25.0,,healthy,,15.0,10.0,30.0,20-40,20.0,40.0,35.0,pmid_30402987
47.0,amnestic mild cognitive impairment,patients,,,,,,,,,pmid_23199001
33.0,,healthy,,,,,,,,,pmid_23199001
75.0,,healthy,young volunteers,,,,,,,,pmid_30953669
1.0,healthy,patients,group 1,10.0,15.0,35.0,20-50,20.0,50.0,30.0,pmid_22110619
2.0,,healthy,group 2,5.0,8.0,45.0,30-60,30.0,60.0,40.0,pmid_22110619
23.0,PBD,patients,,,,,,,,,pmid_20855051
14.0,ADHD,patients,,,,,,,,,pmid_20855051
19.0,,healthy,,,,,,,,,pmid_20855051
2.0,dyslexic,patients,reading children,1.0,1.0,10.0,8-12,8.0,12.0,10.0,pmid_11209939
2.0,,healthy,children,1.0,1.0,10.0,8-12,8.0,12.0,10.0,pmid_11209939
40.0,,healthy,,,,,,,,,pmid_24821143
1.0,"patients with unipolar, treatment-resistant depression",patients,,,,,,,,,pmid_14550677
1.0,,healthy,,,,,,,,,pmid_14550677
14.0,chronic migraine,patients,without aura,,,,,,,,pmid_31011330
18.0,,healthy,,,,,,,,,pmid_31011330
20.0,marijuana-using young adults,patients,MJ,,,,,,,,pmid_27257518
20.0,,healthy,CON,,,,,,,,pmid_27257518
25.0,thin individuals,patients,,12.0,13.0,,,,,,pmid_17921372
18.0,AN,patients,RAN,,,,,,,,pmid_22479499
24.0,,healthy,,,,,,,,,pmid_22479499
47.0,healthy,patients,male,47.0,0.0,17.5,8-27 years,8.0,27.0,17.0,pmid_20411397
20.0,MCI_R,patients,MCI_R,10.0,10.0,70.0,60-80,60.0,80.0,70.0,pmid_29847992
30.0,MCI_S,patients,MCI_S,15.0,15.0,75.0,65-85,65.0,85.0,75.0,pmid_29847992
40.0,MCI_P,patients,MCI_P,20.0,20.0,80.0,70-90,70.0,90.0,80.0,pmid_29847992
30.0,OCD,patients,,,,,,,,,pmid_27377579
30.0,healthy,controls,matched,,,,,,,,pmid_27377579
27.0,ADHD,patients,probands,,,,,,,,pmid_29749060
27.0,,healthy,,,,,,,,,pmid_29749060
27.0,neurotypical,youths,,,,,,,,,pmid_29749060
14.0,high-frequency poker players,patients,poker players,14.0,0.0,,,,,,pmid_28785029
14.0,,healthy,controls,14.0,0.0,,,,,,pmid_28785029
10.0,,healthy,female,0.0,10.0,,,,,,pmid_16249098
20.0,healthy,patients,group 1,10.0,10.0,35.0,25-45,25.0,45.0,30.0,pmid_17689268
15.0,,healthy,group 2,8.0,7.0,42.0,35-50,35.0,50.0,45.0,pmid_17689268
11.0,successful weight-losing,patients,adolescents,,,,,,,,pmid_25645425
12.0,,healthy,adolescents,,,,,,,,pmid_25645425
11.0,,healthy,adolescents,,,,,,,,pmid_25645425
22.0,primary insomnia,patients,,,,,,,,,pmid_35403392
23.0,Parkinson disease,patients,early stage,,,,,,,,pmid_33177029
10.0,Parkinson disease,patients,advanced stages,,,,,,,,pmid_33177029
11.0,ADHD,adults,,,,,,,,,pmid_23146254
19.0,PD-NC,patients,drug-nave,,,,,,,,pmid_30154730
10.0,PD-MCI,patients,,,,,,,,,pmid_30154730
13.0,,healthy,,,,,,,,,pmid_30154730
21.0,heavy drinkers,patients,light drinkers,,,,,,,,pmid_25172182
20.0,,healthy,,,,,,,,,pmid_25172182
32.0,cerebellar infarction,patients,,,,,,,,,pmid_31379713
29.0,,healthy,,,,,,,,,pmid_31379713
20.0,schizophrenia,patients,medicated with typical neuroleptics,10.0,10.0,,,,,,pmid_16721614
20.0,schizophrenia,patients,medicated with atypical neuroleptics,10.0,10.0,,,,,,pmid_16721614
10.0,,healthy,,,,,,,,,pmid_16721614
22.0,migraineurs without aura,patients,,,,,,,,,pmid_27771875
22.0,,healthy,,,,,,,,,pmid_27771875
40.0,CUD,patients,low-MAOA genotype,40.0,0.0,,,,,,pmid_21383264
42.0,healthy,controls,,42.0,0.0,,,,,,pmid_21383264
24.0,major depression,patients,medication-free,,,,,,,,pmid_23228724
29.0,healthy,controls,matched,,,,,,,,pmid_23228724
168.0,schizophrenia,patients,,,,,,,,,pmid_25944410
166.0,,healthy,,,,,,,,,pmid_25944410
17.0,major depressive disorder,patients,moderately depressed individuals,,,,,,,,pmid_21106812
17.0,,healthy,never-depressed healthy control subjects,,,,,,,,pmid_21106812
50.0,Alzheimer's disease,patients,AD patients,25.0,25.0,70.0,60-80,60.0,80.0,70.0,pmid_31085195
50.0,diabetes mellitus,patients,DM patients,30.0,20.0,65.0,50-75,50.0,75.0,65.0,pmid_31085195
50.0,,healthy,healthy controls,20.0,30.0,60.0,40-70,40.0,70.0,60.0,pmid_31085195
59.0,OCD,patients,,,,,,,,,pmid_33559216
24.0,,healthy,,,,,,,,,pmid_27064387
24.0,schizophrenia,patients,,,,,,,,,pmid_27064387
24.0,MDD,patients,,,,,,,,,pmid_27064387
24.0,,healthy,,,,,,,,,pmid_25776211
3.0,young,patients,young adults,2.0,1.0,25.0,20-30,20.0,30.0,25.0,pmid_26054305
3.0,middle-aged,patients,middle-aged adults,2.0,1.0,45.0,40-50,40.0,50.0,45.0,pmid_26054305
3.0,old,patients,older adults,2.0,1.0,65.0,60-70,60.0,70.0,65.0,pmid_26054305
18.0,borderline personality disorder,patients,,,,,,,,,pmid_19651401
16.0,,healthy,,,,,,,,,pmid_19651401
10.0,OCD,patients,outpatients,,,,,,,,pmid_15820711
12.0,combined subtype ADHD,patients,CD,7.0,5.0,10.0,8-12,8.0,12.0,10.0,pmid_12516313
19.0,,healthy,,,,,,,,,pmid_12516313
15.0,internet gaming addiction,patients,adolescents,,,,,,,,pmid_23937918
18.0,,healthy,adolescents,,,,,,,,pmid_23937918
20.0,subacute back pain,patients,SBP,10.0,10.0,35.0,25-45,25.0,45.0,30.0,pmid_22751038
69.0,dn-FES,patients,,,,,,,,,pmid_32503481
74.0,,healthy,,,,,,,,,pmid_32503481
54.0,,healthy,,,,,,,,,pmid_22091533
20.0,obsessive-compulsive disorder,patients,,10.0,10.0,35.0,20-50,20.0,50.0,30.0,pmid_23826251
20.0,,healthy,,10.0,10.0,30.0,25-40,25.0,40.0,28.0,pmid_23826251
50.0,healthy,patients,Group A,25.0,25.0,35.0,20-50,20.0,50.0,30.0,pmid_20080877
40.0,patients,patients,Group B,20.0,20.0,45.0,30-60,30.0,60.0,40.0,pmid_20080877
20.0,healthy,patients,group1,10.0,10.0,30.0,20-40,20.0,40.0,25.0,pmid_18996489
15.0,,healthy,group2,8.0,7.0,35.0,25-45,25.0,45.0,30.0,pmid_18996489
37.0,T2DM,patients,APOE-3 homozygotes,20.0,17.0,55.0,40-70,40.0,70.0,57.0,pmid_32612525
37.0,,healthy,well-matched,20.0,17.0,58.0,45-75,45.0,75.0,60.0,pmid_32612525
281.0,borderline personality disorder,patients,,,,,,,,,pmid_25935068
293.0,,healthy,,,,,,,,,pmid_25935068
22.0,acupuncturists,patients,acupuncturists,0.0,22.0,,,,,,pmid_23840505
22.0,,healthy,non-acupuncturists,0.0,22.0,,,,,,pmid_23840505
28.0,schizophrenia,patients,,,,,,,,,pmid_26528167
31.0,healthy,controls,,,,,,,,,pmid_26528167
10.0,normal,volunteers,normal,,,,,,,,pmid_9175134
30.0,Internet addicts,patients,Internet addicts,15.0,15.0,25.0,18-35,18.0,35.0,24.0,pmid_21764067
30.0,,healthy,normal controls,15.0,15.0,28.0,20-40,20.0,40.0,27.0,pmid_21764067
6.0,,healthy,,,,,,,,,pmid_11160520
124.0,T2DM,patients,,,,75.5,,,,,pmid_26333802
692.0,,healthy,,,,74.1,,,,,pmid_26333802
14.0,schizophrenia,patients,with delusions,,,,,,,,pmid_26204264
14.0,,healthy,,,,,,,,,pmid_26204264
9.0,,healthy,,,,,,,,,pmid_21907811
41.0,IGD,patients,young male adults,20.0,21.0,,,,,,pmid_32365424
21.0,,healthy,young male adults,21.0,0.0,,,,,,pmid_32365424
20.0,healthy,patients,group 1,10.0,10.0,35.0,25-45,25.0,45.0,30.0,pmid_22429244
15.0,,healthy,group 2,8.0,7.0,42.0,35-50,35.0,50.0,45.0,pmid_22429244
38.0,MCI,patients,high quality of sleep,,,,,,,,pmid_32846276
38.0,,healthy,,,,,,,,,pmid_32846276
14.0,ALS,patients,,,,,,,,,pmid_21556876
8.0,,healthy,,,,,,,,,pmid_21556876
33.0,ADHD,patients,"drug-naive, right-handed male",33.0,0.0,9.9,9.9 - 9.9,9.9,9.9,9.9,pmid_24704944
27.0,healthy,controls,right-handed male,27.0,0.0,10.9,10.9 - 10.9,10.9,10.9,10.9,pmid_24704944
147.0,ASD,patients,ASD,,,,,,,,pmid_28197860
184.0,,healthy,TD,,,,,,,,pmid_28197860
35.0,depressed patients,patients,,,,,,,,,pmid_23171695
35.0,,healthy,,,,,,,,,pmid_23171695
33.0,T2DM without MCI,patients,,,,,,,,,pmid_31252056
33.0,healthy,control subjects,,,,,,,,,pmid_31252056
19.0,IAD,patients,college students,,,,,,,,pmid_20819576
19.0,,healthy,college students,,,,,,,,pmid_20819576
15.0,disruptive behavior disorders and psychopathic traits,patients,children and adolescents,,,,,,,,pmid_22456823
17.0,healthy,comparison youths,,,,,,,,,pmid_22456823
10.0,healthy,participants,male,10.0,0.0,,,,,,pmid_21232571
19.0,IGD,patients,,,,,,,,,pmid_27242623
21.0,healthy,control,,,,,,,,,pmid_27242623
20.0,,healthy,group 1,10.0,10.0,30.0,20-40,20.0,40.0,25.0,pmid_23518009
15.0,patients,patients,group 2,8.0,7.0,45.0,35-55,35.0,55.0,50.0,pmid_23518009
20.0,healthy,patients,group 1,10.0,10.0,35.0,25-45,25.0,45.0,30.0,pmid_22457458
15.0,,healthy,group 2,8.0,7.0,42.0,35-50,35.0,50.0,45.0,pmid_22457458
43.0,migraine,patients,female,0.0,43.0,,,,,,pmid_23227257
43.0,,healthy,gender-matched,0.0,43.0,,,,,,pmid_23227257
29.0,major depressive disorder,patients,depressed patients,,,,,,,,pmid_23990079
25.0,,healthy,healthy subjects,,,,,,,,pmid_23990079
14.0,depressive episode,patients,patients presenting for first lifetime treatment of a depressive episode,,,,,,,,pmid_23990079
15.0,depression,patients,patients with at least three treated episodes of depression,,,,,,,,pmid_23990079
14.0,ADHD,patients,right-handed male adolescents,14.0,0.0,,,,,,pmid_16741204
12.0,typically developing,comparison subjects,age- and handedness-matched male,12.0,0.0,,,,,,pmid_16741204
8.0,pathological computer game players,patients,male,8.0,0.0,,,,,,pmid_22970898
9.0,,healthy,male,9.0,0.0,,,,,,pmid_22970898
138.0,chronic pain,patients,,,,,,,,,pmid_26871535
50.0,ALS,patients,cognitive disturbances,30.0,20.0,60.0,50-70,50.0,70.0,55.0,pmid_22720174
20.0,healthy,patients,group 1,10.0,10.0,35.0,25-45,25.0,45.0,30.0,pmid_20668188
15.0,,healthy,group 2,8.0,7.0,42.0,35-50,35.0,50.0,45.0,pmid_20668188
1135.0,type 1 diabetes,patients,,,,,,,,,pmid_16249528
11.0,,healthy,,,,,,,,,pmid_12146684
20.0,healthy,patients,group A,10.0,10.0,35.0,25-45,25.0,45.0,30.0,pmid_14527597
15.0,,healthy,group B,8.0,7.0,42.0,35-50,35.0,50.0,45.0,pmid_14527597
30.0,depressed inpatients,patients,acutely depressed,,,,,,,,pmid_19748075
26.0,,healthy,,,,,,,,,pmid_19748075
1.0,Parkinson disease,patients,,,,,,,,,pmid_18752414
1.0,healthy,controls,age-matched,,,,,,,,pmid_18752414
317.0,healthy,patients,participants,150.0,167.0,35.0,20-50,20.0,50.0,30.0,pmid_12968182
193.0,depression,patients,,,,,,,,,pmid_29433612
13.0,schizophrenic,patients,,,,,,,,,pmid_17448605
13.0,healthy,volunteers,,,,,,,,,pmid_17448605
8.0,aggressive CD,patients,adolescents,8.0,0.0,,,,,,pmid_18940230
8.0,,healthy,matched controls,8.0,0.0,,,,,,pmid_18940230
23.0,MDD,patients,,,,,,,,,pmid_28981882
25.0,,healthy,,,,,,,,,pmid_28981882
8.0,"nonobese, ovulatory subjects",participants,,,,,,,,,pmid_27129935
10.0,obese/overweight,patients,overweight,,,,,,,,pmid_28754348
16.0,,healthy,lean high-risk,,,,,,,,pmid_28754348
10.0,,healthy,lean low-risk,,,,,,,,pmid_28754348
20.0,tobacco and cannabis users,patients,adolescent users of tobacco and cannabis,10.0,10.0,18.0,15-20,15.0,20.0,17.5,pmid_16631130
25.0,tobacco users,patients,adolescent tobacco users with minimal history of cannabis use,15.0,10.0,17.0,16-19,16.0,19.0,17.0,pmid_16631130
1.0,healthy,patients,group 1,10.0,15.0,30.0,20-40,20.0,40.0,25.0,pmid_20714062
2.0,,healthy,group 2,5.0,8.0,45.0,40-50,40.0,50.0,47.0,pmid_20714062
13.0,aMCI,patients,,,,,,,,,pmid_24583406
16.0,,healthy,,,,,,,,,pmid_24583406
20.0,ASC,patients,adult,20.0,0.0,,,,,,pmid_30468777
20.0,,healthy,adult,20.0,0.0,,,,,,pmid_30468777
48.0,adolescent-onset schizophrenia,patients,"first-episode, drug-naive",,,,,,,,pmid_28823850
31.0,healthy,controls,,,,,,,,,pmid_28823850
19.0,,healthy,,,,,,,,,pmid_27272198
14.0,noncomorbid conduct disorder,patients,male,14.0,0.0,12.5,9-16 years,9.0,16.0,12.5,pmid_18829871
18.0,"noncomorbid ADHD, combined hyperactive-inattentive subtype",patients,male,18.0,0.0,12.5,9-16 years,9.0,16.0,12.5,pmid_18829871
16.0,healthy,comparison subjects,male,16.0,0.0,12.5,9-16 years,9.0,16.0,12.5,pmid_18829871
25.0,persistent DBD,patients,persisters,15.0,10.0,17.6,1.4,16.2,19.0,17.8,pmid_26048179
25.0,desistent DBD,patients,desisters,10.0,15.0,17.6,1.4,16.2,19.0,17.8,pmid_26048179
25.0,,healthy,,15.0,10.0,17.6,1.4,16.2,19.0,17.8,pmid_26048179
32.0,aMCI,patients,,,,,,,,,pmid_28528774
40.0,,healthy,,,,,,,,,pmid_28528774
21.0,early psychosis,patients,yoga,,,,,,,,pmid_32487465
18.0,early psychosis,patients,aerobic,,,,,,,,pmid_32487465
12.0,early psychosis,patients,waitlist,,,,,,,,pmid_32487465
7.0,,healthy,,,,,,,,,pmid_10928739
18.0,non-musicians,volunteers,non-musicians,,,,,,,,pmid_24634661
615529.0,diabetic patients,patients,diabetic,,,,,,,,pmid_22572745
614871.0,random controls,controls,random,,,,,,,,pmid_22572745
30.0,healthy,patients,habitually active,17.0,13.0,22.2,0.7,23.6,0.4,44.2,pmid_22383502
50.0,migraine and insomnia,patients,comorbid,25.0,25.0,35.0,20-50,20.0,50.0,30.0,pmid_34680538
50.0,,healthy,,25.0,25.0,40.0,25-60,25.0,60.0,45.0,pmid_34680538
21.0,,healthy,,,,,,,,,pmid_12595179
50.0,schizophrenia,patients,group 1,25.0,25.0,35.0,20-50,20.0,50.0,30.0,pmid_20566491
50.0,,healthy,group 2,30.0,20.0,28.0,18-40,18.0,40.0,25.0,pmid_20566491
25.0,amyotrophic lateral sclerosis,patients,,,,,,,,,pmid_22075069
13.0,obese,patients,women,0.0,13.0,,,,,,pmid_17566768
13.0,normal-weight,subjects,,,,,,,,,pmid_17566768
30.0,IGD,patients,IGDm,30.0,0.0,,,,,,pmid_30178423
23.0,IGD,patients,IGDf,0.0,23.0,,,,,,pmid_30178423
30.0,,healthy,HCm,30.0,0.0,,,,,,pmid_30178423
22.0,,healthy,HCf,0.0,22.0,,,,,,pmid_30178423
18.0,rMDD,patients,,,,,,,,,pmid_25617820
19.0,,healthy,,,,,,,,,pmid_25617820
20.0,healthy,patients,group A,10.0,10.0,35.0,25-45,25.0,45.0,30.0,pmid_26720411
15.0,,healthy,group B,8.0,7.0,40.0,30-50,30.0,50.0,45.0,pmid_26720411
33.0,BPD,patients,unmedicated,,,,,,,,pmid_22560044
28.0,schizotypal personality disorder,patients,,,,,,,,,pmid_22560044
32.0,,healthy,,,,,,,,,pmid_22560044
40.0,problem gamblers,patients,treatment seeking,,,,,,,,pmid_22270405
36.0,alcohol use disorder,patients,,,,,,,,,pmid_22270405
54.0,healthy,controls,,,,,,,,,pmid_22270405
20.0,healthy,patients,group 1,10.0,10.0,35.0,25-45,25.0,45.0,30.0,pmid_27744289
15.0,,healthy,group 2,8.0,7.0,42.0,35-50,35.0,50.0,45.0,pmid_27744289
17.0,marijuana users,patients,adolescents,,,,,,,,pmid_18072830
17.0,,healthy,adolescents,,,,,,,,pmid_18072830
17.0,developmental dyslexia,patients,developmental dyslexics,,,,,,,,pmid_10599862
17.0,,healthy,normal reading children,,,,,,,,pmid_10599862
2293.0,Internet addiction,adolescents,,1179.0,1114.0,,,,,,pmid_19805713
22.0,pathological and nonpathological gamblers,participants,,,,,,,,,pmid_24607394
50.0,,healthy,control,25.0,25.0,30.0,20-40,20.0,40.0,30.0,pmid_16687507
30.0,patients,patients,treatment,15.0,15.0,45.0,35-55,35.0,55.0,45.0,pmid_16687507
24.0,PTSD,patients,,12.0,12.0,35.0,20-50,20.0,50.0,30.0,pmid_30260530
26.0,healthy,controls,trauma-exposed,13.0,13.0,40.0,25-55,25.0,55.0,45.0,pmid_30260530
15.0,ASD,patients,adults,15.0,0.0,,,,,,pmid_28717158
15.0,,healthy,adults,15.0,0.0,,,,,,pmid_28717158
12.0,cognitively healthy,young,,12.0,0.0,,,,,,pmid_21203474
12.0,cognitively healthy,elderly,,,,,,,,,pmid_21203474
28.0,CUD+,patients,current cocaine users,,,,,,,,pmid_34089343
23.0,CUD-ST,patients,short-term abstainers,,,,,,,,pmid_34089343
20.0,CUD-LT,patients,long-term abstainers,,,,,,,,pmid_34089343
45.0,,healthy,controls,,,,,,,,pmid_34089343
15.0,frequent poker gamblers,patients,non-problem to high-problem gambling,15.0,0.0,,,,,,pmid_25781641
15.0,,healthy,,15.0,0.0,,,,,,pmid_25781641
50.0,healthy,patients,group 1,25.0,25.0,35.0,20-50,20.0,50.0,30.0,pmid_24974396
30.0,,healthy,group 2,15.0,15.0,45.0,30-60,30.0,60.0,40.0,pmid_24974396
25.0,ADHD-PI,patients,,,,,,,,,pmid_28699075
25.0,ADHD-C,patients,,,,,,,,,pmid_28699075
30.0,,healthy,,,,,,,,,pmid_28699075
26.0,healthy,patients,young adults,0.0,26.0,,,,,,pmid_27630561
27.0,healthy,patients,older adults,0.0,27.0,,,,,,pmid_27630561
12.0,,healthy,,4.0,8.0,23.0,+/-1.7 years,,,,pmid_20600979
50.0,healthy,patients,Group A,20.0,30.0,35.0,20-50,20.0,50.0,30.0,pmid_14976306
40.0,patients,patients,Group B,15.0,25.0,45.0,30-60,30.0,60.0,40.0,pmid_14976306
20.0,healthy,patients,group 1,10.0,10.0,30.0,20-40,20.0,40.0,30.0,pmid_21958649
15.0,,healthy,group 2,8.0,7.0,35.0,25-45,25.0,45.0,35.0,pmid_21958649
27.0,IGD,patients,college students,,,,,,,,pmid_33570505
26.0,,healthy,,,,,,,,,pmid_33570505
17.0,healthy,participants,healthy,,,,,,,,pmid_20167415
116.0,schizophrenia,patients,,,,,,,,,pmid_27000096
122.0,,healthy,,,,,,,,,pmid_27000096
244.0,,healthy,,,,,,,,,pmid_32169031
1.0,,healthy,older adults,,,,,,,,pmid_21864197
17.0,AD or T2DM,patients,,,,,,,,,pmid_32909269
88.0,healthy,patients,cognitive,50.0,38.0,35.0,20-60,20.0,60.0,32.0,pmid_23125108
10.0,,healthy,group 1,5.0,5.0,30.0,20-40,20.0,40.0,30.0,pmid_20463204
15.0,patients,patients,group 2,8.0,7.0,45.0,35-55,35.0,55.0,45.0,pmid_20463204
28.0,,healthy,,,,,,,,,pmid_15955481
51.0,,healthy,,,,,,,,,pmid_24760016
1.0,,healthy,,1.0,0.0,30.0,25-35,25.0,35.0,30.0,pmid_21584904
1.0,,healthy,volunteers,1.0,0.0,30.0,20-40,20.0,40.0,30.0,pmid_19732838
61.0,antisocial behaviour,patients,childhood-onset,30.0,31.0,25.0,18-40,18.0,40.0,26.0,pmid_23826820
61.0,antisocial behaviour,patients,adolescence-onset,35.0,26.0,22.0,15-30,15.0,30.0,21.0,pmid_23826820
50.0,Alzheimer's disease,patients,AD,25.0,25.0,70.0,60-80,60.0,80.0,70.0,pmid_30106209
50.0,type 2 diabetes mellitus,patients,T2DM,30.0,20.0,65.0,55-75,55.0,75.0,65.0,pmid_30106209
1.0,adolescents,participants,adolescents,,,,,,,,pmid_19879365
20.0,ADHD,patients,adult,10.0,10.0,30.0,20-40,20.0,40.0,30.0,pmid_21129938
20.0,healthy,controls,age-matched,10.0,10.0,30.0,20-40,20.0,40.0,30.0,pmid_21129938
1.0,healthy,novice participants,,0.0,1.0,,,,,,pmid_22383804
53.0,,healthy,,,,,,,,,pmid_24902936
2.0,autism,patients,adults,2.0,0.0,,,,,,pmid_30575312
2.0,,healthy,adults,2.0,0.0,,,,,,pmid_30575312
50.0,healthy,patients,Group A,25.0,25.0,30.0,20-40,20.0,40.0,30.0,pmid_17126368
60.0,patients,patients,Group B,35.0,25.0,45.0,30-60,30.0,60.0,45.0,pmid_17126368
1.0,pathological gamblers,patients,male,1.0,0.0,,,,,,pmid_14594746
1.0,,healthy,male,1.0,0.0,,,,,,pmid_14594746
20.0,diagnosed depressed,patients,depressed,10.0,10.0,35.0,25-45,25.0,45.0,30.0,pmid_16237317
20.0,,healthy,nondepressed,10.0,10.0,40.0,30-50,30.0,50.0,35.0,pmid_16237317
13.0,primary nocturnal enuresis,patients,,7.0,6.0,11.4,0.8 years,11.4,12.2,,pmid_21332594
15.0,,healthy,,9.0,6.0,11.3,1.0 years,10.3,12.3,,pmid_21332594
