id,title,keywords,abstract,body
pmid_27445261,Brain-Wide Analysis of Functional Connectivity in First-Episode and Chronic Stages of Schizophrenia.,"Broca’s area
clinical staging model
resting-state fMRI
thalamus
whole brain functional-connectivity analysis","Published reports of functional abnormalities in schizophrenia remain divergent due to lack of staging point-of-view and whole-brain analysis. To identify key functional-connectivity differences of first-episode (FE) and chronic patients from controls using resting-state functional MRI, and determine changes that are specifically associated with disease onset, a clinical staging model is adopted. We analyze functional-connectivity differences in prodromal, FE (mostly drug naïve), and chronic patients from their matched controls from 6 independent datasets involving a total of 789 participants (343 patients). Brain-wide functional-connectivity analysis was performed in different datasets and the results from the datasets of the same stage were then integrated by meta-analysis, with Bonferroni correction for multiple comparisons. Prodromal patients differed from controls in their pattern of functional-connectivity involving the inferior frontal gyri (Broca's area). In FE patients, 90% of the functional-connectivity changes involved the frontal lobes, mostly the inferior frontal gyrus including Broca's area, and these changes were correlated with delusions/blunted affect. For chronic patients, functional-connectivity differences extended to wider areas of the brain, including reduced thalamo-frontal connectivity, and increased thalamo-temporal and thalamo-sensorimoter connectivity that were correlated with the positive, negative, and general symptoms, respectively. Thalamic changes became prominent at the chronic stage. These results provide evidence for distinct patterns of functional-dysconnectivity across FE and chronic stages of schizophrenia. Importantly, abnormalities in the frontal language networks appear early, at the time of disease onset. The identification of stage-specific pathological processes may help to understand the disease course of schizophrenia and identify neurobiological markers crucial for early diagnosis. ",
pmid_17988357,Neural activation during encoding of emotional faces in pediatric bipolar disorder.,,"Neurobiological understanding of bipolar disorder (BD) is limited by a paucity of functional magnetic resonance imaging (fMRI) research examining correlates of psychological processes. To begin to address these limitations, the current study tests the hypothesis that pediatric BD (PBD) subjects exhibit altered neural activation during encoding of emotional faces compared to typically developing controls. Pediatric BD subjects (n=23; mean age=14.2+/-3.1 years) and controls (n=22; mean age=14.7+/-2.3 years) were matched on age, gender, and IQ. In this event-related fMRI study, subjects were scanned while viewing emotional faces and given a surprise recognition memory test 30 min postscan. Our main outcome measure was between-group differences in neural activation during successful versus unsuccessful face encoding. Pediatric BD youth exhibited reduced memory for emotional faces, relative to healthy comparisons, particularly on fearful faces. Event-related fMRI analyses controlling for this behavioral difference showed that PBD subjects, compared to controls, had increased neural activation in the striatum and anterior cingulate cortex when successfully encoding happy faces and in the orbitofrontal cortex when successfully encoding angry faces. There were no between-group differences in neural activation during fearful face encoding. Our results extend what is known about memory and face emotion processing impairments in PBD subjects by showing increased fronto-striatal activation during encoding of emotional faces. Further work is required to determine the impact of mood state, medication, and comorbid illnesses on these findings. ",
pmid_22715371,Working memory impairment in fibromyalgia patients associated with altered frontoparietal memory network.,,"Fibromyalgia (FM) is a disorder characterized by chronic widespread pain and frequently associated with other symptoms. Patients with FM commonly report cognitive complaints, including memory problem. The objective of this study was to investigate the differences in neural correlates of working memory between FM patients and healthy subjects, using functional magnetic resonance imaging (MRI). Nineteen FM patients and 22 healthy subjects performed an n-back memory task during MRI scan. Functional MRI data were analyzed using within- and between-group analysis. Both activated and deactivated brain regions during n-back task were evaluated. In addition, to investigate the possible effect of depression and anxiety, group analysis was also performed with depression and anxiety level in terms of Beck depression inventory (BDI) and Beck anxiety inventory (BAI) as a covariate. Between-group analyses, after controlling for depression and anxiety level, revealed that within the working memory network, inferior parietal cortex was strongly associated with the mild (r = 0.309, P = 0.049) and moderate (r = 0.331, P = 0.034) pain ratings. In addition, between-group comparison revealed that within the working memory network, the left DLPFC, right VLPFC, and right inferior parietal cortex were associated with the rating of depression and anxiety? Our results suggest that the working memory deficit found in FM patients may be attributable to differences in neural activation of the frontoparietal memory network and may result from both pain itself and depression and anxiety associated with pain. ",
pmid_32807158,Effectiveness and cerebral responses of multi-points acupuncture for primary insomnia: a preliminary randomized clinical trial and fMRI study.,"Acupuncture
Functional magnetic resonance imaging
Polysomnography
Primary insomnia","Primary insomnia (PI) is characterized by difficulties in initiating sleep or maintaining sleep, which lead to many serious diseases. Acupuncture for PI has drawn attention with its effectiveness and safety. However, the operation of choosing acupoints lacks scientific suggestion. Our trial aims to provide reference and scientific basis for the selection of acupoints and to explore its possible mechanism. A patient-assessor-blinded, randomized and sham controlled trial was designed to compare the efficacy of 5-weeks acupuncture at a single acupoint, the combination of multi-acupoints, and a sham point. The Pittsburgh sleep quality index and Athens Insomnia Scale questionnaire were used for the primary clinical outcomes, while polysomnography was performed for the secondary clinical outcomes. The resting state functional MRI was employed to detect the cerebral responses to acupuncture. The brain activity in resting state was measured by calculating the fractional amplitude of low-frequency fluctuations (fALFF), which reflected the idiopathic activity level of neurons in the resting state. These results were analyzed by two factorial ANOVA test and post-hoc t-tests. The clinical outcomes suggest that acupuncture could improve clinical symptoms, and the combination of multi-acupoints might lead to a better clinical efficacy. The rs-fMRI results suggested that the brain activity of certain regions was related to the sleep experience, and acupuncture could regulate the activity of these regions. Furthermore, the combination of multi-acupoints could impact more regions which were influenced by the sleep experience. Acupuncture has been proven to be beneficial for PI patients, and the combination of multi-acupoints might improve its efficacy. This trial has been registered on the U.S. National Library of Medicine (https://clinicaltrials.gov) ClinicalTrials.gov Identifier: NCT02448602 . Registered date: 14/04/2015. ",
pmid_18455308,Default-mode network activity distinguishes amnestic type mild cognitive impairment from healthy aging: a combined structural and resting-state functional MRI study.,,"Resting-state functional magnetic resonance imaging (MRI), have revealed coactivation in a distributed network that characterizes the default-mode in the human brain. However, details from resting-state imaging in amnestic type mild cognitive impairment (aMCI) is poorly understand. Regional homogeneity, which characterizes low-frequency blood oxygenation level dependent fluctuation, after statistically controlling for the regional atrophy and age in resting-state, were examined and compared between the two groups. When regional atrophy was controlled, decreased regional homogeneity in posterior cingulate cortex and precuneus still remained significant in aMCI patients. In addition the aMCI subjects displayed several regions of increased homogeneity, typically in right inferior parietal lobule, right fusiform gyrus and bilateral putamen. The impairment of posterior cingulate and precuneus could be an important marker to distinguish aMCI from healthy aging in the resting-state. Moreover, the increased regional homogeneity changes would be consistent with compensation for damage to the medial temporal regions and limbic structures, perhaps by recruitment of alternative regions. ",
pmid_11158031,Effects of long-term hormone therapy on cholinergic synaptic concentrations in healthy postmenopausal women.,,"Experimental evidence suggests that gonadal steroids regulate brain neurochemical systems associated with cognitive function, such as the cholinergic system. This study examines the effect of long-term postmenopausal hormone therapy on the brain concentrations of cholinergic synaptic terminals in women using single photon emission computed tomography and the radiotracer [(123)I]iodobenzovesamicol ([(123)I]IBVM). [(123)I]IBVM labels the vesicular acetylcholine transporter (VAChT) located in the presynaptic terminals of these neurons. Sixteen healthy women treated with hormone therapy since the menopause and 12 women not treated with hormones were studied. There were no significant differences in regional IBVM binding indexes between the 2 groups. The length of hormone replacement therapy correlated positively with VAChT binding indexes in multiple cortical areas (P < 0.05): frontal cortex (Spearman rank correlation: rho = 0.79), parietal cortex (rho = 0.62), temporal cortex (rho = 0.80), anterior cingulate (rho = 0.71), and posterior cingulate (rho = 0.63), but not in the basal ganglia (rho = 0.35; P = 0.2). An earlier onset of menopause in hormone-treated women was associated with higher VAChT indexes in the anterior cingulate (rho = -0.56; P = 0.02) and posterior cingulate (rho = -0.63; P = 0.01). The opposite was found in the posterior cingulate of women not treated with hormones (rho = 0.58; P = 0.04). Women treated with estrogen alone also showed higher VAChT indexes than women treated with estrogen and progestin in the posterior cingulate cortex (by Mann-Whitney U test: z = 2.42; P = 0.015). Although an overall effect of postmenopausal hormone therapy was not found, associations between an index of cortical cholinergic terminal concentrations and the length of hormonal replacement suggest that hormone therapy may influence the survival or plasticity of these cells in postmenopausal women. The data also suggest possible differential effects of estrogen and estrogen with progestin treatments in brain areas critical for cognitive processing. ",
pmid_23428568,Food labels promote healthy choices by a decision bias in the amygdala.,,"Food labeling is the major health policy strategy to counter rising obesity rates. Based on traditional economic theory, such strategies assume that detailed nutritional information will necessarily help individuals make better, healthier choices. However, in contrast to the well-known utility of labels in food marketing, evidence for the efficacy of nutritional labeling is mixed. Psychological and behavioral economic theories suggest that successful marketing strategies activate automatic decision biases and emotions, which involve implicit emotional brain systems. Accordingly, simple, intuitive food labels that engage these neural systems could represent a promising approach for promoting healthier choices. Here we used functional MRI to investigate this possibility. Healthy, mildly hungry subjects performed a food evaluation task and a food choice task. The main experimental manipulation was to pair identical foods with simple labels that emphasized either taste benefits or health-related food properties. We found that such labels biased food evaluations in the amygdala, a core emotional brain system. When labels biased the amygdala's evaluations towards health-related food properties, the strength of this bias predicted behavioral shifts towards healthier choices. At the time of decision-making, amygdala activity encoded key decision variables, potentially reflecting active amygdala participation in food choice. Our findings underscore the potential utility of food labeling in health policy and indicate a principal role for emotional brain systems when labels guide food choices. ",
pmid_20003075,Heightened central affective response to visceral sensations of pain and discomfort in IBS.,,"BACKGROUND Typically, conventional functional imaging methods involve repeated exposures to sensory stimulation. In rectal distension (RD) studies that involve multiple distensions, however, it is difficult to disambiguate the central response to RD from pathological alterations in peripheral neural responses associated with relaxation and accommodation of the rectum. METHODS This study addressed potential confounders found in previous imaging studies by collecting functional magnetic resonance imaging studies (fMRI) data during a single slow ramp-tonic distension paradigm and analysing fMRI signal changes using independent component analysis. KEY RESULTS Compared with controls, IBS participants showed increased activation of the anterior cingulate cortices, insula and ventral medial prefrontal regions suggesting heightened affective responses to painful visceral stimuli. In addition, the failure by IBS patients to down-regulate activity within ventral medial prefrontal and the posterior cingulate/precuneus regions was suggestive of reduced sensitivity to somatic changes and delayed shifts away from rest in ;default network' activity patterns. Controls showed heightened activation of the thalamus, striatal regions and dorsolateral prefrontal cortex suggesting greater arousal and salience-driven sustained attention reactions and greater modulation of affective responses to discomfort and pain. CONCLUSION&INFERENCES This work points to alterations in the central response to visceral pain and discomfort in IBS, highlighting diminished modulation and heightened internalization of affective reactions. ",
pmid_21365716,Functional networks for cognitive control in a stop signal task: independent component analysis.,,"Cognitive control is a critical executive function of the human brain. Many studies have combined general linear modeling and the stop signal task (SST) to delineate the component processes of cognitive control. For instance, by contrasting stop success (SS) and stop error (SE) trials in the SST, investigators examined the neural processes underlying stop signal inhibition (SS > SE) and error processing (SE > SS). To complement this parameterized approach, here, we employed a data-driven method--independent component analysis (ICA)--to elucidate neural networks and the relationship between neural networks subserving cognitive control. In 59 adults performing the SST during fMRI, we characterized six independent components with ICA. These functional networks, temporally sorted for go success, SS, and SE trials as the events of interest, included a motor cortical network for motor preparation and execution; a right fronto-parietal network for attentional monitoring; a left fronto-parietal network for response inhibition; a midline cortico-subcortical network for error processing; a cuneus-precuneus network for behavioral engagement; and a ""default"" network for self-referential processing. Across subjects the event-associated weights of these functional networks showed a distinct pattern of correlation. These results provide new insight into the component processes of cognitive control. ",
pmid_23261871,Sex-based fMRI differences in obese humans in response to high vs. low energy food cues.,,"Gender specific effects on human eating have been previously reported. Here we investigated sex-based differences in neural activation via whole-brain blood oxygen level-dependent (BOLD) functional magnetic resonance imaging (fMRI) in response to high energy-dense (high-ED) vs. low-ED visual and auditory food cues in obese men vs. women in both fed and fasted states. The results show that in response to high vs. low ED foods in the fed state, obese men (vs. women) had greater activation in brain areas associated with motor control regions (e.g. supplementary motor areas) whereas women showed greater activation in cognitive-related regions. In the fasted state, obese men had greater activation in a visual-attention region whereas obese women showed greater activation in affective and reward related processing regions (e.g. caudate). Overall the results support our a priori hypothesis that obese women (vs. men) have greater neural activation in regions associated with cognition and emotion-related brain regions. These findings may improve our understanding of sex specific differences among obese individuals in eating behavior. ",
pmid_33010686,Meta-analysis of brain gray matter changes in chronic smokers.,"Chronic smoking
Gray matter
Meta-analysis
Seed-based d mapping
Voxel-based morphometry","Previous studies based on voxel-based morphometry (VBM) had revealed brain gray matter (GM) changes in chronic smokers relative to nonsmokers. However, not all studies reported entirely consistent findings, or even opposite. The aim of this study was to conduct a quantitative meta-analysis of VBM studies of chronic smokers. A systematic database search was conducted in PubMed and Web of Knowledge from January 1, 2000 to January 31, 2020 to identify eligible VBM studies. Meta-analysis was performed with the Seed-based d Mapping software package to compare alternations between chronic cigarette smokers and nonsmokers. In addition, meta-regression analysis were performed to examine the influences of cigarette per day, smoking history and FTND. A total of 17 VBM studies including 905 smokers and 1344 nonsmokers met the inclusion criteria. The results of this meta-analysis showed that the chronic smokers showed a robust GM volume decrease in bilateral prefrontal cortex and left insular and a GM increase in the right lingual cortex and left occipital cortex. Moreover, meta-regression analysis showed that cigarette per day, smoking history and FTND were partly associated with GM changes in chronic smokers. This meta-analysis indicated that chronic cigarette smokers had significant and robust brain GM alternations compared with nonsmokers. Longitudinal studies should be performed in the future to explore whether these brain regions could be used as potential therapeutic neuro-target for nicotine dependence. ",
pmid_17196537,Neural predictors of purchases.,,"Microeconomic theory maintains that purchases are driven by a combination of consumer preference and price. Using event-related fMRI, we investigated how people weigh these factors to make purchasing decisions. Consistent with neuroimaging evidence suggesting that distinct circuits anticipate gain and loss, product preference activated the nucleus accumbens (NAcc), while excessive prices activated the insula and deactivated the mesial prefrontal cortex (MPFC) prior to the purchase decision. Activity from each of these regions independently predicted immediately subsequent purchases above and beyond self-report variables. These findings suggest that activation of distinct neural circuits related to anticipatory affect precedes and supports consumers' purchasing decisions. ",
pmid_24205353,Prenatal music exposure induces long-term neural effects.,,"We investigated the neural correlates induced by prenatal exposure to melodies using brains' event-related potentials (ERPs). During the last trimester of pregnancy, the mothers in the learning group played the 'Twinkle twinkle little star'-melody 5 times per week. After birth and again at the age of 4 months, we played the infants a modified melody in which some of the notes were changed while ERPs to unchanged and changed notes were recorded. The ERPs were also recorded from a control group, who received no prenatal stimulation. Both at birth and at the age of 4 months, infants in the learning group had stronger ERPs to the unchanged notes than the control group. Furthermore, the ERP amplitudes to the changed and unchanged notes at birth were correlated with the amount of prenatal exposure. Our results show that extensive prenatal exposure to a melody induces neural representations that last for several months. ",
pmid_10405732,Central nervous pathway for acupuncture stimulation: localization of processing with functional MR imaging of the brain--preliminary experience.,,"To characterize the central nervous system (CNS) pathway for acupuncture stimulation in the human brain by using functional magnetic resonance (MR) imaging. Functional MR imaging of the whole brain was performed in two groups of nine healthy subjects during four stimulation paradigms: real acupuncture at acupoints ST.36 (on the leg) and LI.4 (on the hand) and control stimulations (minimal acupuncture and superficial pricking on the leg). Stimulations were performed in semirandomized, balanced order nested within two experiments. Psychophysical responses (pain, De-Qi effect [characteristic acupuncture effect of needle-manipulation sensation], anxiety, and unpleasantness) and autonomic responses were assessed. Talairach coordinates-transformed imaging data were averaged for a group analysis. Acupuncture at LI.4 and ST.36 resulted in significantly higher scores for De-Qi and in substantial bradycardia. Acupuncture at both acupoints resulted in activation of the hypothalamus and nucleus accumbens and deactivation of the rostral part of the anterior cingulate cortex, amygdala formation, and hippocampal complex; control stimulations did not result in such activations and deactivations. Functional MR imaging can demonstrate the CNS pathway for acupuncture stimulation. Acupuncture at ST.36 and LI.4 activates structures of descending antinociceptive pathway and deactivates multiple limbic areas subserving pain association. These findings may shed light on the CNS mechanism of acupuncture analgesia and form a basis for future investigations of endogenous pain modulation circuits in the human brain. ",
pmid_22172578,Pain attenuation through mindfulness is associated with decreased cognitive control and increased sensory processing in the brain.,,"Pain can be modulated by several cognitive techniques, typically involving increased cognitive control and decreased sensory processing. Recently, it has been demonstrated that pain can also be attenuated by mindfulness. Here, we investigate the underlying brain mechanisms by which the state of mindfulness reduces pain. Mindfulness practitioners and controls received unpleasant electric stimuli in the functional magnetic resonance imaging scanner during a mindfulness and a control condition. Mindfulness practitioners, but not controls, were able to reduce pain unpleasantness by 22% and anticipatory anxiety by 29% during a mindful state. In the brain, this reduction was associated with decreased activation in the lateral prefrontal cortex and increased activation in the right posterior insula during stimulation and increased rostral anterior cingulate cortex activation during the anticipation of pain. These findings reveal a unique mechanism of pain modulation, comprising increased sensory processing and decreased cognitive control, and are in sharp contrast to established pain modulation mechanisms. ",
pmid_12030819,Similarities and differences in the neural correlates of episodic memory retrieval and working memory.,,"Functional neuroimaging studies have shown that different cognitive functions activate overlapping brain regions. An activation overlap may occur because a region is involved in operations tapped by different cognitive functions or because the activated area comprises subregions differentially involved in each of the functions. To investigate these issues, we directly compared brain activity during episodic retrieval (ER) and working memory (WM) using event-related functional MRI (fMRI). ER was investigated with a word recognition test, and WM was investigated with a word delayed-response test. Two-phase trials distinguished between retrieval mode and cue-specific aspects of ER, as well as between encoding/maintenance and retrieval aspects of WM. The results revealed a common fronto-parieto-cerebellar network for ER and WM, as well as subregions differentially involved in each function. Specifically, there were two main findings. First, the results differentiated common and specific subregions within the prefrontal cortex: (i) left dorsolateral areas were recruited by both functions, possibly reflecting monitoring operations; (ii) bilateral anterior and ventrolateral areas were more activated during ER than during WM, possibly reflecting retrieval mode and cue-specific ER operations, respectively; and (iii) left posterior/ventral (Broca's area) and bilateral posterior/dorsal areas were more activated during WM than during ER, possibly reflecting phonological and generic WM operations, respectively. Second, hippocampal and parahippocampal regions were activated not only for ER but also for WM. This result suggests that indexing operations mediated by the medial temporal lobes apply to both long-term and short-term memory traces. Overall, our results show that direct cross-function comparisons are critical to understand the role of different brain regions in various cognitive functions. ",
pmid_23933447,What makes Internet addicts continue playing online even when faced by severe negative consequences? Possible explanations from an fMRI study.,"Decision-making
Executive function
Internet addiction
fMRI","In this study, we designed a continuous wins-and-losses task to monitor the mental activities during decision-making and their effects on subsequent decisions in Internet addiction disorder (IAD) subjects. In behavioral performance, IAD subjects show longer response time, lower repeat rate and greater Stroop effect than healthy controls. In neuroimaging results, IAD subjects show increased brain activities in the inferior frontal cortex, insula, anterior cingulate cortex and decreased activation in the caudate and posterior cingulate cortex after continuous wins than healthy controls. In addition, IAD subjects show increased brain activities in the inferior frontal gyrus and decreased brain activation in the posterior cingulate cortex after continuous losses. Thus, we concluded that IAD subjects engage more cognitive activities to finish the decision-making task. As a result, they cannot sufficiently focus on the executive function during this process. They also do not pay adequate attention to considering previous selections and relevant outcomes during decision-making. ",
pmid_17209415,Functional anatomy of derivational morphology.,,"Lexical morphology involves two types of suffixes: inflectional suffixes, which have a grammatical function, and derivational suffixes with a word formation function. In this study, functional magnetic resonance imaging (fMRI) was used during processing of Italian derived and inflected words. In the derivational task, subjects were asked to produce nouns derived from verbs and from adjectives (e.g., to observe--observation; kind--kindness). After the presentation of the derived noun, they had to generate the corresponding verb (e.g., failure--to fail: generation task). In the inflectional task, subjects had to produce the past participle of the verb or the plural form of the adjective or the derived noun. Behavioural data were collected in separate sessions in two different conditions. In the first experiment, as in the fMRI study, vocal reaction times (RTs) were measured from the offset of the auditory stimulus to the onset of the participant's response. In the second experiment, run with a different group of participants, RTs were recorded starting from the onset of the auditory stimulus to the onset of the response. The fMRI results showed that, relative to the inflectional task and to a repetition task, the derivational task, but not the verb generation task, brought about an activation of left fronto-parietal regions, documenting a specific involvement of these areas in the processing of derived words. Although less extended, similar activation was found for verb inflection but was absent for noun and adjective plural forms. Analysis of behavioral data indicated that an explanation in terms of task difficulty was unlikely related to the imaging results. ",
pmid_25045127,Frequency-dependent neural activity in Parkinson's disease.,"amplitude of low frequency fluctuation
basal ganglia
frequency band
functional MRI
midbrain","The brainstem and basal ganglia are important in the pathophysiology of Parkinson's disease (PD). Reliable and sensitive detection of neural activity changes in these regions should be helpful in scientific and clinical research on PD. In this study, we used resting state functional MRI and amplitude of low frequency fluctuation (ALFF) methods to examine spontaneous neural activity in 109 patients with PD. We examined activity in two frequency bands, slow-4 (between 0.027 and 0.073 Hz) and slow-5 (0.010-0.027 Hz). Patients had decreased ALFF in the striatum and increased ALFF in the midbrain, and changes were more significant in slow-4. Additionally, changes in slow-4 in both basal ganglia and midbrain correlated with the severity of the parkinsonism. The ALFF in the caudate nucleus positively correlated with the dose of levodopa, while the ALFF in the putamen negatively correlated with the disease duration in both slow-4 and slow-5 bands. In addition, the ALFF in the rostral supplementary motor area negatively correlated with bradykinesia subscale scores. Our findings show that with a large cohort of patients and distinguishing frequency bands, neural modulations in the brainstem and striatum in PD can be detected and may have clinical relevance. The physiological interpretation of these changes needs to be determined. ",
pmid_26206708,Spatiotemporal neural network dynamics for the processing of dynamic facial expressions.,,"The dynamic facial expressions of emotion automatically elicit multifaceted psychological activities; however, the temporal profiles and dynamic interaction patterns of brain activities remain unknown. We investigated these issues using magnetoencephalography. Participants passively observed dynamic facial expressions of fear and happiness, or dynamic mosaics. Source-reconstruction analyses utilizing functional magnetic-resonance imaging data revealed higher activation in broad regions of the bilateral occipital and temporal cortices in response to dynamic facial expressions than in response to dynamic mosaics at 150-200 ms and some later time points. The right inferior frontal gyrus exhibited higher activity for dynamic faces versus mosaics at 300-350 ms. Dynamic causal-modeling analyses revealed that dynamic faces activated the dual visual routes and visual-motor route. Superior influences of feedforward and feedback connections were identified before and after 200 ms, respectively. These results indicate that hierarchical, bidirectional neural network dynamics within a few hundred milliseconds implement the processing of dynamic facial expressions. ",
pmid_32158380,ALFF and ReHo Mapping Reveals Different Functional Patterns in Early- and Late-Onset Parkinson's Disease.,"early-onset Parkinson’s disease
emotion
late-onset Parkinson’s disease
motor
resting-state fMRI
vision","Heterogeneity between late-onset Parkinson's disease (LOPD) and early-onset Parkinson's disease (EOPD) is mainly reflected in the following aspects including genetics, disease progression, drug response, clinical manifestation, and neuropathological change. Although many studies have investigated these differences in relation to clinical significance, the functional processing circuits and underlying neural mechanisms have not been entirely understood. In this study, regional homogeneity (ReHo) and amplitude of low-frequency fluctuation (ALFF) maps were used to explore different spontaneous brain activity patterns in EOPD and LOPD patients. Abnormal synchronizations were found in the motor and emotional circuits of the EOPD group, as well as in the motor, emotional, and visual circuits of the LOPD group. EOPD patients showed functional activity change in the visual, emotional and motor circuits, and LOPD patients only showed increased functional activity in the emotional circuits. In summary, the desynchronization process in the LOPD group was relatively strengthened, and the brain areas with changed functional activity in the EOPD group were relatively widespread. The results might point out different impairments in the synchronization and functional activity for EOPD and LOPD patients. ",
pmid_17065458,Neural mechanisms of expert skills in visual working memory.,,"Expertise can increase working memory (WM) performance, but the cognitive and neural mechanisms of these improvements remain unclear. Here, we used functional magnetic resonance imaging to assess the degree to which expertise acquisition is supported by tuning of occipitotemporal object representations and tuning of prefrontal and parietal networks that may support domain-specific WM skills. We trained subjects to become experts in a novel category of complex visual objects and examined brain activity while they performed a WM task with objects from the expert category and from an untrained category. Visual expertise training resulted in improved recognition of expert, compared with untrained objects, and this effect was eliminated in a behavioral experiment by stimulus inversion. These behavioral changes were accompanied by increased recruitment of bilateral dorsolateral prefrontal, posterior parietal, and occipitotemporal cortices during WM encoding and maintenance. Across subjects, behavioral measures of expertise reliably predicted increased activation during maintenance of expert objects in all three regions. These neural expertise effects could not be attributed to differences in low-level stimulus characteristics between the two categories, familiarity with features of expert-domain objects, or familiarity with the WM task. These results are consistent with the idea that visual expertise improves WM performance through tuning of occipitotemporal object representations and through development of lateral prefrontal and posterior parietal networks that mediate the application of domain-specific mnemonic skills. ",
pmid_20399274,Practice effects in the brain: Changes in cerebral activation after working memory practice depend on task demands.,,"Several studies have examined the neural effects of working memory practice, but due to different task demands, diverse patterns of neural changes have been reported. In the present study, we examined neural effects of practice using a task with different working memory demands within a single practice paradigm. Fifteen adults practiced during 6weeks with a task that required maintenance and manipulation of information under low and high working memory loads. Functional magnetic resonance imaging (FMRI) data were acquired in the first week and last week of the practice period. Results were compared with results of a control group who did not practice the task. We demonstrated that practice was beneficial for both working memory maintenance and manipulation processes but that these processes were supported by different neural changes. While maintenance trials showed increased activation (i.e., less deactivation) in default-mode regions after practice, manipulation trials experienced increased activation in the striatum. Changes were also observed in left ventrolateral prefrontal cortex (VLPFC), bilateral dorsolateral prefrontal cortex (DLPFC) and left superior parietal cortex (SPC). However, for bilateral DLPFC and left SPC, these changes were not specific to the practice group. These findings illustrate the importance of controlling for test-retest effects in training or intervention studies. Behavioral follow-up tests demonstrated that practice effects lasted over a 6-month period, but the absence of transfer effects indicated that the acquired skills were specific for the practiced working memory task. ",
pmid_20702071,Structural and functional imaging approaches in attention deficit/hyperactivity disorder: does the temporal lobe play a key role?,,"Attention deficit/hyperactivity disorder (ADHD) is characterized by widespread structural and functional abnormalities in the brain. We applied different structural imaging techniques such as voxel-based morphometry (VBM), diffusion tensor imaging (DTI), and magnetization transfer imaging (MTI) to study anatomical differences between boys with ADHD and healthy controls, as well as functional magnetic resonance imaging (fMRI) together with independent component analysis (ICA) to detect functional alterations. 14 boys with ADHD and 12 controls were included in our study. Results of DTI showed the expected differences in frontal and cerebellar white matter. VBM and MTI indicated group differences in the temporal lobe. Applying ICA to fMRI data, we extracted four components; two positively correlated to our working memory paradigm and two negatively correlated. Positive components included activation in frontal and parietal regions. Negative components showed activation in anterior and posterior cingulate cortex/precuneus and temporal regions, and were interpreted as forming part of the default mode network. Group differences in the inferior temporal lobe were detected. Applying different techniques, we found differences between boys with ADHD and controls mainly located in the temporal lobe. Therefore, we postulate that research on ADHD should broaden its scope by including the temporal lobe as a potentially important locus of abnormalities in ADHD. ",
pmid_33329150,Does Chronic Cannabis Use Impact Risky Decision-Making: An Examination of fMRI Activation and Effective Connectivity?,"cannabis
decision-making
effective connectivity
fMRI
reward
risk","With the increase in use of cannabis and its shifting legal status in the United States, cannabis use has become an important research focus. While studies of other drug populations have shown marked increases in risky decision-making, the literature on cannabis users is not as clear. The current study examined the performance of 17 cannabis users and 14 non-users on the Balloon Analog Risk Task (BART) using behavioral, fMRI and effective connectivity methods. Significant attenuation was found in a functional pathway projecting from the dorsal anterior cingulate cortex (dACC) to the nucleus accumbens (NAc) in cannabis users compared to non-using controls as well as decreases in risk-taking behaviors. These findings suggest that cannabis users may process and evaluate risks and rewards differently than non-users. ",
pmid_24451066,Neural correlates of inhibitory control and visual processing in youths with attention deficit hyperactivity disorder: a counting Stroop functional MRI study.,,"Despite evidence of inhibitory control and visual processing impairment in attention deficit hyperactivity disorder (ADHD), knowledge about its corresponding alterations in the brain is still evolving. The current study used counting Stroop functional MRI and the Cambridge Neuropsychological Test Automated Battery (CANTAB) to investigate if brain activation of inhibitory control and visual processing would differ in youths with ADHD relative to neurotypical youths. We assessed 25 youths with ADHD [mean age 10.9 (s.d.=2.2) years] and 23 age-, gender- and IQ-matched neurotypical youths [mean age 11.2 (s.d.=2.9) years]. The participants were assessed by using the Wechsler Intelligence Scale for Children, third edition, and two tests from the CANTAB: rapid visual information processing (RVP) and pattern recognition memory (PRM) outside the scanner. Youths with ADHD showed more activation than neurotypical youths in the right inferior frontal gyrus [Brodmann area (BA) 45] and anterior cingulate cortex, which were correlated with poorer performance on the RVP test in the CANTAB. In contrast, youths with ADHD showed less activation than neurotypical youths in the left superior parietal lobule (BA 5/7), which was correlated with the percentage of correct responses on the PRM test in the CANTAB. Our findings suggest that youths with ADHD might need more inhibitory control to suppress interference between number and meaning and may involve less visual processing to process the numbers in the counting Stroop task than neurotypical youths. ",
