pmcid,abstract
6024199," 
## Background 
  
Involuntary memories are a hallmark symptom of posttraumatic stress disorder (PTSD), but studies of the neural basis of involuntary memory retrieval in posttraumatic stress disorder (PTSD) are sparse. The study of the neural correlates of involuntary memories of stressful events in PTSD focuses on the voluntary retrieval of memories that are sometimes recalled as intrusive involuntary memories, not on involuntary retrieval while being scanned. Involuntary memory retrieval in controls has been shown to elicit activity in the parahippocampal gyrus, precuneus, inferior parietal cortex, and posterior midline regions. However, it is unknown whether involuntary memories are supported by the same mechanisms in PTSD. Because previous work has shown that both behavioral and neural responsivity is slowed in PTSD, we examined the spatiotemporal dynamics of the neural activity underlying negative and neutral involuntary memory retrieval. 


## Methods 
  
Twenty-one individuals with PTSD and 21 non-PTSD, trauma-exposed controls performed an involuntary memory task, while undergoing a functional magnetic resonance imaging scan. Environmental sounds served as cues for well-associated pictures of negative and neutral scenes. We used a finite impulse response model to analyze temporal differences between groups in neural responses. 


## Results 
  
Compared with controls, participants with PTSD reported more involuntary memories, which were more emotional and more vivid, but which activated a similar network of regions. However, compared to controls, individuals with PTSD showed delayed neural responsivity in this network and increased vmPFC/ACC activity for negative > neutral stimuli. 


## Conclusions 
  
The similarity between PTSD and controls in neural substrates underlying involuntary memories suggests that, unlike voluntary memories, involuntary memories elicit similar activity in regions critical for memory retrieval. Further, the delayed neural responsivity for involuntary memories in PTSD suggests that factors affecting cognition in PTSD, like increased fatigue, or avoidance behaviors could do so by delaying activity in regions necessary for cognitive processing. Finally, compared to neutral memories, negative involuntary memories elicit hyperactivity in the vmPFC, whereas the vmPFC is typically shown to be hypoactive in PTSD during voluntary memory retrieval. These patterns suggest that considering both the temporal dynamics of cognitive processes as well as involuntary cognitive processes would improve existing neurobiological models of PTSD. 

   Highlights  
  
We conducted the first fMRI study of involuntary memory (IM) retrieval in PTSD. 
  
Activity in IM regions was similar in PTSD and control groups but delayed in PTSD. 
  
Activity in the vmPFC was higher in PTSD > controls for negative > neutral IMs. 
  
People with PTSD had more IMs than controls. 
  
Models of PTSD would benefit from studies of the timing of neural responsivity. 
  
 "
3520927," 
Spontaneous brain activity or off-line activity after memory encoding is associated with memory consolidation. A few recent resting-state functional magnetic resonance imaging (RS-fMRI) studies indicate that the RS-fMRI could map off-line memory consolidation effects. However, the gene effects on memory consolidation process remain largely unknown. Here we collected two RS-fMRI sessions, one before and another after an episodic memory encoding task, from two groups of healthy young adults, one with apolipoprotein E (APOE) ε2/ε3 and the other with APOE ε3/ε4. The ratio of regional homogeneity (ReHo), a measure of local synchronization of spontaneous RS-fMRI signal, of the two sessions was used as an index of memory-consolidation. APOE ε3/ε4 group showed greater ReHo ratio within the medial temporal lobe (MTL). The ReHo ratio in MTL was significantly correlated with the recognition memory performance in the APOE ε3/ε4 group but not in ε2/ε3 group. Additionally, APOE ε3/ε4 group showed lower ReHo ratio in the occipital and parietal picture-encoding areas. Our results indicate that APOE ε3/ε4 group may have a different off-line memory consolidation process compared to ε2/ε3 group. These results may help generate future hypotheses that the off-line memory consolidation might be impaired in Alzheimer’s disease. 
 "
5218407," 
Predictive mechanisms are essential to successfully interact with the environment and to compensate for delays in the transmission of neural signals. However, whether and how we predict   multisensory   action outcomes remains largely unknown. Here we investigated the existence of multisensory predictive mechanisms in a context where actions have outcomes in different modalities. During fMRI data acquisition auditory, visual and auditory-visual stimuli were presented in active and passive conditions. In the active condition, a self-initiated button press elicited the stimuli with variable short delays (0-417ms) between action and outcome, and participants had to detect the presence of a delay for auditory or visual outcome (task modality). In the passive condition, stimuli appeared automatically, and participants had to detect the number of stimulus modalities (unimodal/bimodal). For action consequences compared to identical but unpredictable control stimuli we observed   suppression   of the blood oxygen level depended (BOLD) response in a broad network including bilateral auditory and visual cortices. This effect was independent of task modality or stimulus modality and strongest for trials where no delay was detected (undetected<detected). In bimodal vs. unimodal conditions we found activation differences in the left cerebellum for detected vs. undetected trials and an increased cerebellar-sensory cortex connectivity. Thus, action-related predictive mechanisms lead to BOLD suppression in multiple sensory brain regions. These findings support the hypothesis of multisensory predictive mechanisms, which are probably conducted in the left cerebellum. 
 "
3660406," 
Generating predictions during action observation is essential for efficient navigation through our social environment. With age, the sensitivity in action prediction declines. In younger adults, the action observation network (AON), consisting of premotor, parietal and occipitotemporal cortices, has been implicated in transforming executed and observed actions into a common code. Much less is known about age-related changes in the neural representation of observed actions. Using fMRI, the present study measured brain activity in younger and older adults during the prediction of temporarily occluded actions (figure skating elements and simple movement exercises). All participants were highly familiar with the movement exercises whereas only some participants were experienced figure skaters. With respect to the AON, the results confirm that this network was preferentially engaged for the more familiar movement exercises. Compared to younger adults, older adults recruited visual regions to perform the task and, additionally, the hippocampus and caudate when the observed actions were familiar to them. Thus, instead of effectively exploiting the sensorimotor matching properties of the AON, older adults seemed to rely predominantly on the visual dynamics of the observed actions to perform the task. Our data further suggest that the caudate played an important role during the prediction of the less familiar figure skating elements in better-performing groups. Together, these findings show that action prediction engages a distributed network in the brain, which is modulated by the content of the observed actions and the age and experience of the observer. 
 "
3182403," 
 Background  . Brain regions subserving emotion have mostly been studied using functional magnetic resonance imaging (fMRI) during emotion provocation procedures in healthy participants. 
  Objective  . To identify neuroanatomical regions associated with spontaneous changes in emotional state over time.   Methods  . Self-rated emotional valence and arousal scores, and regional cerebral blood flow (rCBF) measured by perfusion MRI, were measured 4 or 8 times spanning at least 2 weeks in each of 21 subjects with Parkinson's disease (PD). A random-effects SPM analysis, corrected for multiple comparisons, identified significant clusters of contiguous voxels in which rCBF varied with valence or arousal.   Results  . Emotional valence correlated positively with rCBF in several brain regions, including medial globus pallidus, orbital prefrontal cortex (PFC), and white matter near putamen, thalamus, insula, and medial PFC. Valence correlated negatively with rCBF in striatum, subgenual cingulate cortex, ventrolateral PFC, and precuneus—posterior cingulate cortex (PCC). Arousal correlated positively with rCBF in clusters including claustrum-thalamus-ventral striatum and inferior parietal lobule and correlated negatively in clusters including posterior insula—mediodorsal thalamus and midbrain.   Conclusion  . This study demonstrates that the temporal stability of perfusion MRI allows within-subject investigations of spontaneous fluctuations in mental state, such as mood, over relatively long-time intervals. 
 "
5460049," 
The tribal character of the affective link between football fans and their teams is a well-recognized phenomenon. Other forms of love such as romantic or maternal attachment have previously been studied from a neuroimaging point of view. Here we aimed to investigate the neural basis of this tribal form of love, which implies both the feeling of belongingness and rivalry against opposing teams. A pool of 56 participants was submitted to an fMRI experimental design involving the presentation of winning and losing football moments of their loved, rival or neutral teams. We found recruitment of amygdala and reward regions, including the ventral tegmental area (VTA) and substantia nigra (SN), as well as other limbic regions involved in emotional cognition, for ‘positive   vs   neutral’ and ‘positive   vs   negative’ conditions. The latter contrast was correlated with neuropsychological scores of fanaticism in the amygdala and regions within the reward system, as the VTA and SN. The observation of increased response patterns in critical components of the reward system, in particular for positive content related to the loved team, suggests that this kind of non-romantic love reflects a specific arousal and motivational state, which is biased for emotional learning of positive outcomes. 
 "
6847157," 
In analogy to the appreciation of humor, that of tickling is based upon the re-interpretation of an anticipated emotional situation. Hence, the anticipation of tickling contributes to the final outburst of ticklish laughter. To localize the neuronal substrates of this process, functional magnetic resonance imaging (fMRI) was conducted on 31 healthy volunteers. The state of anticipation was simulated by generating an uncertainty respecting the onset of manual foot tickling. Anticipation was characterized by an augmented fMRI signal in the anterior insula, the hypothalamus, the nucleus accumbens and the ventral tegmental area, as well as by an attenuated one in the internal globus pallidus. Furthermore, anticipatory activity in the anterior insula correlated positively with the degree of laughter that was produced during tickling. These findings are consistent with an encoding of the expected emotional consequences of tickling and suggest that early regulatory mechanisms influence, automatically, the laughter circuitry at the level of affective and sensory processing. Tickling activated not only those regions of the brain that were involved during anticipation, but also the posterior insula, the anterior cingulate cortex and the periaqueductal gray matter. Sequential or combined anticipatory and tickling-related neuronal activities may adjust emotional and sensorimotor pathways in preparation for the impending laughter response. 
 "
6585311," 
In this study we documented brain connectivity associated with multisensory integration during wrist control in healthy young adults, aged matched controls and stroke survivors. A novel functional MRI task paradigm involving wrist movement was developed to gain insight into the effects of multimodal sensory feedback on brain functional networks in stroke participants. This paradigm consisted of an intermittent position search task using the wrist during fMRI signal acquisition with visual and auditory feedback of proximity to a target position. We enrolled 12 young adults, 10 participants with chronic post-stroke hemiparesis, and nine age-matched controls. Activation maps were obtained, and functional connectivity networks were calculated using an independent component analysis (ICA) approach. Task-based networks were identified using activation maps, and nodes were obtained from the ICA components. These nodes were subsequently used for connectivity analyses. Stroke participants demonstrated significantly greater contralesional activation than controls during the visual feedback condition and less ipsilesional activity than controls during the auditory feedback condition. The sensorimotor component obtained from the ICA differed between rest and task for control and stroke participants: task-related lateralization to the contralateral cortex was observed in controls, but not in stroke participants. Connectivity analyses between the lesioned sensorimotor cortex and the contralesional cerebellum demonstrated decreased functional connectivity in stroke participants (  p   < 0.005), which was positively correlated the Box and Blocks arm function test (  r   = 0.59). These results suggest that task-based functional connectivity provides detail on changes in brain networks in stroke survivors. The data also highlight the importance of cerebellar connections for recovery of arm function after stroke. 
 "
8550949," 
Working memory (WM) deficits predict clinical and functional outcomes in schizophrenia but are poorly understood and unaddressed by existing treatments. WM encoding and WM retrieval have not been investigated in schizophrenia without the confounds of illness chronicity or the use of antipsychotics and illicit substances. Moreover, it is unclear if WM deficits may be linked to cannabinoid 1 receptor dysfunction in schizophrenia. Sixty-six volunteers (35 controls, 31 drug-free patients with diagnoses of schizophrenia or schizoaffective disorder) completed the Sternberg Item-Recognition paradigm during an fMRI scan. Neural activation during WM encoding and WM retrieval was indexed using the blood-oxygen-level-dependent hemodynamic response. A subset of volunteers (20 controls, 20 drug-free patients) underwent a dynamic PET scan to measure [ C] MePPEP distribution volume (ml/cm ) to index CB1R availability. In a whole-brain analysis, there was a significant main effect of group on task-related BOLD responses in the superior parietal lobule during WM encoding, and the bilateral hippocampus during WM retrieval. Region of interest analyses in volunteers who had PET/fMRI indicated that there was a significant main effect of group on task-related BOLD responses in the right hippocampus, left DLPFC, left ACC during encoding; and in the bilateral hippocampus, striatum, ACC and right DLPFC during retrieval. Striatal CB1R availability was positively associated with mean striatal activation during WM retrieval in male patients (  R   = 0.5,   p   = 0.02) but not male controls (  R   = −0.20,   p   = 0.53), and this was significantly different between groups,   Z   = −2.20,   p   = 0.02. Striatal CB1R may contribute to the pathophysiology of WM deficits in male patients and have implications for drug development in schizophrenia. 
 "
7989009," 
## Background 
  
Escalation of commitment is a common bias in human decision making. The present study examined (1) differences in neural recruitment for escalation and de-escalation decisions of prior investments, and (2) how the activations of these brain networks are affected by two factors that can arguably modulate escalation decisions: (i) self-responsibility, and (ii) framing of the success probabilities. 


## Results 
  
Imaging data were obtained from functional magnetic resonance imaging (fMRI) applied to 29 participants. A whole-brain analysis was conducted to compare brain activations between conditions. ROI analysis, then, was used to examine if these significant activations were modulated by two contextual factors. Finally, mediation analysis was applied to explore how the contextual factors affect escalation decisions through brain activations. The findings showed that (1) escalation decisions are faster than de-escalation decisions, (2) the corresponding network of brain regions recruited for escalation (anterior cingulate cortex, insula and precuneus) decisions differs from this recruited for de-escalation decisions (inferior and superior frontal gyri), (3) the switch from escalation to de-escalation is primarily frontal gyri dependent, and (4) activation in the anterior cingulate cortex, insula and precuneus were further increased in escalation decisions, when the outcome probabilities of the follow-up investment were positively framed; and activation in the inferior and superior frontal gyri in de-escalation decisions were increased when the outcome probabilities were negatively framed. 


## Conclusions 
  
Escalation and de-escalation decisions recruit different brain regions. Framing of possible outcomes as negative leads to escalation decisions through recruitment of the inferior frontal gyrus. Responsibility for decisions affects escalation decisions through recruitment of the superior (inferior) gyrus, when the decision is framed positively (negatively). 

 "
2775905," 
Listeners show remarkable flexibility in processing variation in speech signal. One striking example is the ease with which they adapt to novel speech distortions such as listening to someone with a foreign accent. Behavioural studies suggest that significant improvements in comprehension occur rapidly — often within 10–20 sentences. In the present experiment, we investigate the neural changes underlying on-line adaptation to distorted speech using time-compressed speech. Listeners performed a sentence verification task on normal-speed and time-compressed sentences while their neural responses were recorded using fMRI. The results showed that rapid learning of the time-compressed speech occurred during presentation of the first block of 16 sentences and was associated with increased activation in left and right auditory association cortices and in left ventral premotor cortex. These findings suggest that the ability to adapt to a distorted speech signal may, in part, rely on mapping novel acoustic patterns onto existing articulatory motor plans, consistent with the idea that speech perception involves integrating multi-modal information including auditory and motoric cues. 
 "
6246657," 
 Objective:   Clinically, it is very difficult to distinguish between major depressive disorder (MDD) and bipolar disorder (BD) in the period of depression. Increasing evidence shows that the insula plays an important role in depression. We aimed to compare the resting-state functional connectivity (rsFC) of insular subregions in patients with MDD and BD in depressive episodes (BDD), who had never experienced manic or hypomanic episodes when they were scanned to identify biomarkers for the identification of two diseases. 

 Methods:   We recruited 21 BDD patients, 40 MDD patients and 70 healthy controls (HC). Resting-state functional magnetic resonance imaging (rs-fMRI) was performed. BDD patients had never had manic or hypomanic episodes when they were scanned, and the diagnoses were determined by follow-up. We divided the insula into three parts including the ventral anterior insular cortex (v-AIN), dorsal anterior insular cortex (d-AIN), and posterior insula (PI). The insular-based rsFC was compared among the three groups, and an analysis of the correlation between the rsFC value and Hamilton depression and anxiety scales was carried out. 

 Results:   BDD and MDD patients demonstrated decreased rsFC from the v-AIN to the left superior/middle frontal gyrus compared with the HC group. Versus MDD and HC groups, BDD patients exhibited decreased rsFC from the v-AIN to the area in the left orbital frontal gyrus and left superior temporal gyrus (included temporal pole), from the PI to the right lateral postcentral gyrus and from all three insular subregions to the somatosensory and motor cortex. Meanwhile, a correlation between the rsFC value of the PI-right lateral postcentral gyrus and anxiety score was observed in patients. 

 Conclusion:   Our findings show BDD and MDD patients have similar decreases in insular connectivity in the dorsal lateral frontal regions, and BDD patients have specific decreased insular connectivity, especially in the somatosensory and motor cortex, which may be used as imaging evidence for clinical identification. 
 "
3502502," 
Age is one of the most salient aspects in faces and of fundamental cognitive and social relevance. Although face processing has been studied extensively, brain regions responsive to age have yet to be localized. Using evocative face morphs and fMRI, we segregate two areas extending beyond the previously established face-sensitive core network, centered on the inferior temporal sulci and angular gyri bilaterally, both of which process changes of facial age. By means of probabilistic tractography, we compare their patterns of functional activation and structural connectivity. The ventral portion of Wernicke's understudied perpendicular association fasciculus is shown to interconnect the two areas, and activation within these clusters is related to the probability of fiber connectivity between them. In addition, post-hoc age-rating competence is found to be associated with high response magnitudes in the left angular gyrus. Our results provide the first evidence that facial age has a distinct representation pattern in the posterior human brain. We propose that particular face-sensitive nodes interact with additional object-unselective quantification modules to obtain individual estimates of facial age. This brain network processing the age of faces differs from the cortical areas that have previously been linked to less developmental but instantly changeable face aspects. Our probabilistic method of associating activations with connectivity patterns reveals an exemplary link that can be used to further study, assess and quantify structure-function relationships. 
 "
3510214," 
## Background 
  
Individuals with   mal de debarquement syndrome   (MdDS) experience a chronic illusion of self-motion triggered by prolonged exposure to passive motion, such as from sea or air travel. The experience is one of rocking dizziness similar to when the individual was originally on the motion trigger such as a boat or airplane. MdDS represents a prolonged version of a normal phenomenon familiar to most individuals but which persists for months or years in others. It represents a natural example of the neuroplasticity of motion adaptation. However, the localization of where that motion adaptation occurs is unknown. Our goal was to localize metabolic and functional connectivity changes associated with persistent MdDS. 


## Methods 
  
Twenty subjects with MdDS lasting a median duration of 17.5 months were compared to 20 normal controls with  F FDG PET and resting state fMRI. Resting state metabolism and functional connectivity were calculated using age, grey matter volume, and mood and anxiety scores as nuisance covariates. 


## Results 
  
MdDS subjects showed increased metabolism in the left entorhinal cortex and amygdala (z>3.3). Areas of relative hypometabolism included the left superior medial gyrus, left middle frontal gyrus, right amygdala, right insula, and clusters in the left superior, middle, and inferior temporal gyri. MdDS subjects showed increased connectivity between the entorhinal cortex/amygdala cluster and posterior visual and vestibular processing areas including middle temporal gyrus, motion sensitive area MT/V5, superior parietal lobule, and primary visual cortex, while showing decreased connectivity to multiple prefrontal areas. 


## Conclusion 
  
These data show an association between resting state metabolic activity and functional connectivity between the entorhinal cortex and amygdala in a human disorder of abnormal motion perception. We propose a model for how these biological substrates can allow a limited period of motion exposure to lead to chronic perceptions of self-motion. 

 "
2995581," 
Faces activate specific brain regions in fMRI, including the fusiform gyrus (FG) and the posterior superior temporal sulcus (pSTS). The fact that the FG and pSTS are frequently co-activated suggests that they may interact synergistically in a distributed face processing network. Alternatively, the functions implemented by these regions may be encapsulated from each other. It has proven difficult to evaluate these two accounts during visual processing of face stimuli. However, if the FG and pSTS interact during face processing, the substrate for such interactions may be apparent in a correlation of the BOLD timeseries from these two regions during periods of rest when no faces are present. To examine face-specific resting correlations, we developed a new partial functional connectivity approach in which we removed variance from the FG that was shared with other category-selective and control regions. The remaining   face-specific   FG resting variance was then used to predict resting signals throughout the brain. In two experiments, we observed face-specific resting functional connectivity between FG and pSTS, and importantly, these correlations overlapped precisely with the face-specific pSTS region obtained from independent localizer runs. Additional region-of-interest and pattern analyses confirmed that the FG–pSTS resting correlations were face-specific. These findings support a model in which face processing is distributed among a finite number of connected, but nevertheless face-specialized regions. The discovery of category-specific interactions in the absence of visual input suggests that resting networks may provide a latent foundation for task processing. 
 "
4319399," 
In right-handers (RH), an increase in the pace of dominant hand movement results in increased ipsilateral deactivation of the primary motor cortex (M1). By contrast, an increase in non-dominant hand movement frequency is associated with reduced ipsilateral deactivation. This pattern suggests that inhibitory processes support right hand dominance in right-handers and raises the issues of whether this phenomenon also supports left hand preference in left-handers (LH), and/or whether it relates to asymmetry of manual ability in either group. Thanks to the BIL&GIN, a database dedicated to the investigation of hemispheric specialization (HS), we studied the variation in M1 activity during right and left finger tapping tasks (FTT) in a sample of 284 healthy participants balanced for handedness. An M1 fMRI localizer was defined for each participant as an 8 mm diameter sphere centered on the motor activation peak. RH exhibited significantly larger deactivation of the ipsilateral M1 when moving their dominant hand than their non-dominant hand. In contrast, LH exhibited comparable ipsilateral M1 deactivation during either hand movement, reflecting a bilateral cortical specialization. This pattern is likely related to left-handers’ good performances with their right hand and consequent lower asymmetry in manual ability compared with RH. Finally, inter-individual analyses over the whole sample demonstrated that the larger the difference in manual skill across hands, the larger the difference in ipsilateral deactivation. Overall, we propose that difference in ipsilateral deactivation is a marker of difference in manual ability asymmetry reflecting differences in the strength of transcallosal inhibition when a given hand is moving. 
 "
4838249," 
The insular cortex has consistently been associated with various aspects of emotion regulation and social interaction, including anger processing and overt aggression. Aggression research distinguishes proactive or instrumental aggression from retaliation, i.e. aggression in response to provocation. Here, we investigated the specific role of the insular cortex during retaliation, employing a controlled behavioral aggression paradigm implementing different levels of provocation. Fifteen healthy male volunteers underwent whole brain functional magnetic resonance imaging (fMRI) to identify brain regions involved in interaction with either a provoking or a non-provoking opponent. FMRI group analyses were complemented by examining the parametric modulations of brain activity related to the individual level of displayed aggression. These analyses identified a hemispheric lateralization as well as an anatomical segregation of insular cortex with specifically the left posterior part being involved in retaliation. The left-lateralization of insular activity during retaliation is in accordance with evidence from electro-physiological studies, suggesting left-lateralized fronto-cortical dominance during anger processing and aggressive acts. The posterior localization of insular activity, on the other hand, suggests a spatial segregation within insular cortex with particularly the posterior part being involved in the processing of emotions that trigger intense bodily sensations and immediate action tendencies. 
 "
7481390," 
Autonomous sensory meridian response (ASMR) is a sensory phenomenon in which audio-visual stimuli evoke a tingling sensation and is accompanied by a feeling of calm and relaxation. Therefore, there has been an increasing interest in using stimuli that elicit ASMR in cognitive and clinical neuroscience studies. However, neurophysiological basis of sensory-emotional experiences evoked by ASMR remain largely unexplored. In this study, we investigated how functional connectivity is changed while watching ASMR video, compared to resting state, and assessed its potential association with affective state induced by ASMR. 28 subjects participated in fMRI experiment consisting of 2 sessions (resting-state and task of viewing ASMR-eliciting video). Using a seed-based correlation analysis, we found that functional connections between the posterior cingulate cortex, and superior/middle temporal gyri, cuneus, and lingual gyrus were significantly increased during ASMR compared to resting state. In addition, we found that with the pregenual anterior cingulate cortex seed region, functional connectivity of the medial prefrontal cortex was increased during ASMR condition, relative to resting state. These results imply that ASMR can be elicited and maintained by ongoing interaction between regional activity that are mainly involved in the mentalizing and self-referential processing. We also found that ASMR-induced affective state changes (high activation negative and high activation positive state) were negatively correlated with functional connectivity involved in visual information processing, suggesting that visual information processing in response to high arousal states can be weakened by ASMR-eliciting stimuli. 
 "
5717028," 
Magnetic field inhomogeneities cause geometric distortions of echo planar images used for functional magnetic resonance imaging (fMRI). To reduce this problem, distortion correction (DC) with field map is widely used for both task and resting-state fMRI (rs-fMRI). Although DC with field map has been reported to improve the quality of task fMRI, little is known about its effects on rs-fMRI. Here, we tested the influence of field-map DC on rs-fMRI results using two rs-fMRI datasets derived from 40 healthy subjects: one with DC (DC+) and the other without correction (DC−). Independent component analysis followed by the dual regression approach was used for evaluation of resting-state functional connectivity networks (RSN). We also obtained the ratio of low-frequency to high-frequency signal power (0.01–0.1 Hz and above 0.1 Hz, respectively; LFHF ratio) to assess the quality of rs-fMRI signals. For comparison of RSN between DC+ and DC− datasets, the default mode network showed more robust functional connectivity in the DC+ dataset than the DC− dataset. Basal ganglia RSN showed some decreases in functional connectivity primarily in white matter, indicating imperfect registration/normalization without DC. Supplementary seed-based and simulation analyses supported the utility of DC. Furthermore, we found a higher LFHF ratio after field map correction in the anterior cingulate cortex, posterior cingulate cortex, ventral striatum, and cerebellum. In conclusion, field map DC improved detection of functional connectivity derived from low-frequency rs-fMRI signals. We encourage researchers to include a DC step in the preprocessing pipeline of rs-fMRI analysis. 
 "
7875881," 
 Background:   Impaired executive function (EF) is associated with a range of typical clinical characteristics and psychosocial dysfunction in major depressive disorder (MDD). However, because of the lack of objective cognitive tests, inconsistencies in research results, and improvement in patients' subjective experience, few clinicians are concerned with the persistent impairment of EF in euthymia. The study makes a further investigation for EF in remitted and partially remitted MDD patients   via   multiple EF tests and fMRI, so as to explore the executive function of patients in euthymia. 

 Methods:   We recruited 19 MDD patients and 17 age-, gender-, and education-matched healthy controls (HCs). All participants completed EF tests and fMRI scanning. Bilateral dorsolateral prefrontal cortex (dlPFC) regions were selected as the region of interests (ROIs) to conduct seed-based functional connectivity (FC). We conducted fractional amplitude of low-frequency fluctuations (fALFF) analysis for all ROIs and whole brain. 

 Results:   All MDD patients were in remission or partial remission, and they were comparable with HCs on all the EF tests. MDD group showed increased positive FC between left dlPFC and cerebellar Crus I, right dlPFC and supramarginal gyrus after 8-weeks treatment, even taking residual depressive symptoms into account. We did not find group difference of fALFF value. 

 Conclusion:   MDD patients persisted with EF impairment despite the remission or partially remission of depressive symptoms. Clinicians should focus on residual cognitive symptoms, which may contribute to maximize the efficacy of routine therapy. 
 "
6868994," 
Expectations and prior knowledge are thought to support the perceptual analysis of incoming sensory stimuli, as proposed by the predictive‐coding framework. The current fMRI study investigated the effect of prior information on brain activity during the decoding of degraded speech stimuli. When prior information enabled the comprehension of the degraded sentences, the left middle temporal gyrus and the left angular gyrus were activated, highlighting a role of these areas in meaning extraction. In contrast, the activation of the left inferior frontal gyrus (area 44/45) appeared to reflect the search for meaningful information in degraded speech material that could not be decoded because of mismatches with the prior information. Our results show that degraded sentences evoke instantaneously different percepts and activation patterns depending on the type of prior information, in line with prediction‐based accounts of perception. Hum Brain Mapp 35:61–74, 2014. © 2012 Wiley Periodicals, Inc. 
 "
3409150," 
Self-expanding experiences like falling in love or engaging in novel, exciting and interesting activities activate the same brain reward mechanism (mesolimbic dopamine pathway) that reinforces drug use and abuse, including tobacco smoking. This suggests the possibility that reward from smoking is substitutable by self-expansion (through competition with the same neural system), potentially aiding cessation efforts. Using a model of self-expansion in the context of romantic love, the present fMRI experiment examined whether, among nicotine-deprived smokers, relationship self-expansion is associated with deactivation of cigarette cue-reactivity regions. Results indicated that among participants who were experiencing moderate levels of craving, cigarette cue-reactivity regions (e.g., cuneus and posterior cingulate cortex) showed significantly less activation during self-expansion conditions compared with control conditions. These results provide evidence that rewards from one domain (self-expansion) can act as a substitute for reward from another domain (nicotine) to attenuate cigarette cue reactivity. 
 "
4352055," 
In this paper we propose a method to create data-driven mappings from components of cognitive models to brain regions. Cognitive models are notoriously hard to evaluate, especially based on behavioral measures alone. Neuroimaging data can provide additional constraints, but this requires a mapping from model components to brain regions. Although such mappings can be based on the experience of the modeler or on a reading of the literature, a formal method is preferred to prevent researcher-based biases. In this paper we used model-based fMRI analysis to create a data-driven model-brain mapping for five modules of the ACT-R cognitive architecture. We then validated this mapping by applying it to two new datasets with associated models. The new mapping was at least as powerful as an existing mapping that was based on the literature, and indicated where the models were supported by the data and where they have to be improved. We conclude that data-driven model-brain mappings can provide strong constraints on cognitive models, and that model-based fMRI is a suitable way to create such mappings. 
 "
2144768," 
## Background 
  
Recent neuroscientific evidence suggests that empathy for pain activates similar neural representations as the first-hand experience of pain. However, empathy is not an all-or-none phenomenon but it is strongly malleable by interpersonal, intrapersonal and situational factors. This study investigated how two different top-down mechanisms – attention and cognitive appraisal - affect the perception of pain in others and its neural underpinnings. 


## Methodology/Principal Findings 
  
We performed one behavioral (N = 23) and two functional magnetic resonance imaging (fMRI) experiments (N = 18). In the first fMRI experiment, participants watched photographs displaying painful needle injections, and were asked to evaluate either the sensory or the affective consequences of these injections. The role of cognitive appraisal was examined in a second fMRI experiment in which participants watched injections that only appeared to be painful as they were performed on an anesthetized hand. Perceiving pain in others activated the affective-motivational and sensory-discriminative aspects of the pain matrix. Activity in the somatosensory areas was specifically enhanced when participants evaluated the sensory consequences of pain. Perceiving non-painful injections into the anesthetized hand also led to signal increase in large parts of the pain matrix, suggesting an automatic affective response to the putatively harmful stimulus. This automatic response was modulated by areas involved in self/other distinction and valence attribution – including the temporo-parietal junction and medial orbitofrontal cortex. 


## Conclusions/Significance 
  
Our findings elucidate how top-down control mechanisms and automatic bottom-up processes interact to generate and modulate other-oriented responses. They stress the role of cognitive processing in empathy, and shed light on how emotional and bodily awareness enable us to evaluate the sensory and affective states of others. 

 "
3676955," 
 Objectives  . Acupoint specificity is the foundation of acupuncture treatment. The aim of this study is to investigate whether the acupoint specificity exists in two adjacent acupoints.   Design and Setting  . Two adjacent real acupoints, LR3 (Taichong) and ST44 (Neiting), and a nearby nonacupoint were selected. Thirty-three health volunteers were divided into three groups in random order, and each group only received acupuncture at one of the three points. While they received acupuncture, fMRI scan was performed.   Results  . The common cerebral activated areas responding to LR3 and ST44 included the contralateral primary somatosensory area (SI) and ipsilateral cerebellum. Acupuncture at LR3 specifically activated contralateral middle occipital gyrus, ipsilateral medial frontal gyrus, superior parietal lobe, middle temporal gyrus, rostral anterior cingulate cortex (rACC), lentiform nucleus, insula, and contralateral thalamus. Stimulation at ST44 selectively activated ipsilateral secondary somatosensory area (SII), contralateral middle frontal gyrus, inferior frontal gyrus, lingual gyrus, lentiform nucleus, and bilateral posterior cingulate cortex (PCC).   Conclusions  . Acupuncture at adjacent acupoints elicits distinct cerebral activation patterns, and those specific patterns might be involved in the mechanism of the specific therapeutic effects of different acupoints. 
 "
