count,diagnosis,group_name,subgroup_name,male_count,female_count,age_mean,age_range,age_minimum,age_maximum,age_median,pmcid,rank,start_char,end_char
25.0,healthy,patients,female,12.0,13.0,21.04,18-23,18.0,23.0,21.0,4975394,,,26999
25.0,healthy,patients,male,13.0,12.0,21.04,18-23,18.0,23.0,21.0,4975394,,,26999
25.0,,healthy,female,12.0,13.0,21.04,18-23,18.0,23.0,21.0,4975394,,,26999
25.0,,healthy,male,13.0,12.0,21.04,18-23,18.0,23.0,21.0,4975394,,,26999
23.0,,healthy,MEG Center,12.0,11.0,25.5,20-30,20.0,30.0,25.0,8752963,,5395.0,17823
89.0,,healthy,HCP,45.0,44.0,28.5,22-35,22.0,35.0,29.0,8752963,,5395.0,17823
147.0,Major depressive disorder,patients,all,50.0,97.0,32.5,18-50,18.0,50.0,30.0,5598991,,2445.0,31167
130.0,,healthy,all,49.0,81.0,31.5,18-50,18.0,50.0,30.0,5598991,,2445.0,31167
17.0,Tourette syndrome,patients,drug-nave,14.0,3.0,12.5,10-15,10.0,15.0,12.0,3877773,,,24556
15.0,,healthy,demographically matched,8.0,7.0,12.3,10-15,10.0,15.0,12.0,3877773,,,24556
10.0,,healthy,group1,5.0,5.0,25.0,20-30,20.0,30.0,25.0,7758977,,2165.0,27583
15.0,,healthy,group2,8.0,7.0,30.0,25-35,25.0,35.0,30.0,7758977,,2165.0,27583
20.0,,healthy,group3,10.0,10.0,35.0,30-40,30.0,40.0,35.0,7758977,,2165.0,27583
104.0,White matter hyperintensities,patients,mild,52.0,52.0,60.5,50-70,50.0,70.0,60.0,8315277,,2178.0,30865
37.0,White matter hyperintensities,patients,moderate,18.0,19.0,65.2,55-75,55.0,75.0,65.0,8315277,,2178.0,30865
28.0,White matter hyperintensities,patients,severe,14.0,14.0,70.1,60-80,60.0,80.0,70.0,8315277,,2178.0,30865
20.0,,healthy,healthy,10.0,10.0,30.0,20-40,20.0,40.0,30.0,9230060,,2158.0,20252
20.0,patients,patients,patients,10.0,10.0,35.0,25-45,25.0,45.0,35.0,9230060,,2158.0,20252
31.0,vascular mild cognitive impairment,patients,VaMCI,18.0,13.0,65.2,55-75,55.0,75.0,66.0,6350268,,2321.0,24735
32.0,,healthy,NC,16.0,16.0,64.3,56-74,56.0,74.0,65.0,6350268,,2321.0,24735
21.0,bipolar disorderD,patients,BDD,12.0,9.0,30.5,16-48,16.0,48.0,30.0,6246657,,2468.0,25354
40.0,major depressive disorder,patients,MDD,20.0,20.0,32.5,18-45,18.0,45.0,32.0,6246657,,2468.0,25354
70.0,,healthy,HC,35.0,35.0,31.5,16-46,16.0,46.0,31.0,6246657,,2468.0,25354
19.0,healthy,patients,multitasking,10.0,9.0,25.5,20-30,20.0,30.0,25.0,4352055,,32738.0,49290
19.0,healthy,patients,multitasking,10.0,9.0,25.5,20-30,20.0,30.0,25.0,4352055,,32738.0,49290
19.0,healthy,patients,multitasking,10.0,9.0,25.5,20-30,20.0,30.0,25.0,4352055,,32738.0,49290
40.0,,healthy,healthy,8.0,32.0,40.5,25-63,25.0,63.0,41.0,8172304,,,24378
32.0,CSU,patients,CSU,6.0,26.0,42.5,25-65,25.0,65.0,43.0,8172304,,,24378
19.0,major depressive disorder,patients,remitted,10.0,9.0,32.5,20-40,20.0,40.0,30.0,7875881,,2056.0,24611
17.0,,healthy,HC,9.0,8.0,31.5,20-40,20.0,40.0,30.0,7875881,,2056.0,24611
20.0,ALS,patients,healthy,10.0,10.0,50.0,40-60,40.0,60.0,50.0,3447931,,,25604
20.0,ALS,patients,patients,10.0,10.0,55.0,45-65,45.0,65.0,55.0,3447931,,,25604
20.0,,healthy,healthy,10.0,10.0,45.0,35-55,35.0,55.0,45.0,3447931,,,25604
20.0,,healthy,patients,10.0,10.0,50.0,40-60,40.0,60.0,50.0,3447931,,,25604
6.0,healthy,patients,healthy,5.0,1.0,28.5,22-35,22.0,35.0,29.0,3894920,,2326.0,29539
10.0,healthy,patients,healthy,8.0,2.0,29.2,21-36,21.0,36.0,30.0,3894920,,2326.0,29539
15.0,healthy,patients,healthy,12.0,3.0,30.1,22-37,22.0,37.0,31.0,3894920,,2326.0,29539
12.0,,healthy,healthy,6.0,6.0,31.0,18-55,18.0,55.0,31.0,3258233,,,24439
10.0,,healthy,group1,5.0,5.0,25.0,20-30,20.0,30.0,25.0,8550949,,2232.0,30471
15.0,patients,patients,group2,8.0,7.0,30.0,25-35,25.0,35.0,30.0,8550949,,2232.0,30471
20.0,,healthy,group3,10.0,10.0,28.0,25-30,25.0,30.0,28.0,8550949,,2232.0,30471
18.0,naive,patients,naive,10.0,8.0,25.5,20-30,20.0,30.0,25.0,2995581,,24448.0,42377
18.0,,healthy,naive,10.0,8.0,25.5,20-30,20.0,30.0,25.0,2995581,,24448.0,42377
18.0,naive,patients,naive,10.0,8.0,25.5,20-30,20.0,30.0,25.0,2995581,,24448.0,42377
18.0,,healthy,naive,10.0,8.0,25.5,20-30,20.0,30.0,25.0,2995581,,24448.0,42377
30.0,"first-episode, drug-nave major depressive disorder",patients,healthy,9.0,21.0,26.76,1.72,18.0,45.0,26.0,4869560,,2409.0,25553
29.0,,healthy,healthy,15.0,14.0,26.76,1.72,18.0,45.0,26.0,4869560,,2409.0,25553
29.0,"first-episode, drug-nave major depressive disorder",patients,patients,9.0,20.0,26.76,1.72,18.0,45.0,26.0,4869560,,2409.0,25553
1112.0,autism spectrum disorder patients and normal controls,patients,abide I,539.0,573.0,23.4,17-19,17.0,19.0,18.0,9407088,,29835.0,37514
1114.0,autism spectrum disorder patients and normal controls,patients,abide II,521.0,593.0,23.4,17-19,17.0,19.0,18.0,9407088,,29835.0,37514
24.0,phobia,patients,cockroach,8.0,8.0,40.08,24-56,24.0,56.0,40.0,6220927,,,26001
24.0,,healthy,control,8.0,8.0,24.08,16-32,16.0,32.0,24.0,6220927,,,26001
100.0,,healthy,subgroup1,50.0,50.0,30.0,20-40,20.0,40.0,30.0,6492297,,2027.0,5319
50.0,depressed,patients,subgroup2,25.0,25.0,40.0,30-50,30.0,50.0,40.0,6492297,,2027.0,5319
42.0,bronchial asthma,patients,asthmatic patients,21.0,21.0,50.76,18-65,18.0,65.0,50.0,5394595,,2522.0,27967
60.0,,healthy,healthy controls,30.0,30.0,45.67,18-65,18.0,65.0,45.0,5394595,,2522.0,27967
17.0,bronchial asthma,patients,asthmatic patients,7.0,10.0,50.76,18-65,18.0,65.0,50.0,5394595,,2522.0,27967
17.0,bronchial asthma,patients,asthmatic patients,7.0,10.0,50.76,18-65,18.0,65.0,50.0,5394595,,2522.0,27967
25.0,,healthy,happy,12.0,13.0,22.5,18-25,18.0,25.0,22.0,3893192,,,25372
25.0,,healthy,unhappy,14.0,11.0,23.2,19-26,19.0,26.0,23.0,3893192,,,25372
23.0,,healthy,control,12.0,11.0,15.2,15.2-15.2,15.0,15.0,15.0,4030253,,,22915
18.0,IA,patients,IA,10.0,8.0,15.1,15.1-15.1,15.0,15.0,15.0,4030253,,,22915
24.0,healthy,patients,healthy,10.0,14.0,34.5,22-45,22.0,45.0,35.0,8699602,,,27355
24.0,healthy,patients,patients,10.0,14.0,34.5,22-45,22.0,45.0,35.0,8699602,,,27355
102.0,,healthy,Oulu dataset,36.0,66.0,21.5,20-23,20.0,23.0,21.0,3775427,,5581.0,15669
102.0,,healthy,Nathan Kline Institute (NKI) / Rockland Sample,36.0,66.0,21.5,20-23,20.0,23.0,21.0,3775427,,5581.0,15669
20.0,mal de debarquement syndrome,patients,MdDS,5.0,15.0,43.4,27-66,27.0,66.0,43.0,3510214,,2266.0,31419
20.0,,healthy,healthy,10.0,10.0,43.0,23-59,23.0,59.0,43.0,3510214,,2266.0,31419
21.0,Parkinson's disease,patients,healthy,13.0,8.0,60.8,44-73,44.0,73.0,60.0,3182403,,,26805
21.0,Parkinson's disease,patients,patients,13.0,8.0,60.8,44-73,44.0,73.0,60.0,3182403,,,26805
21.0,Parkinson's disease,patients,patients,13.0,8.0,60.8,44-73,44.0,73.0,60.0,3182403,,,26805
10.0,,healthy,group1,5.0,5.0,25.0,20-30,20.0,30.0,25.0,5339238,,2807.0,31582
15.0,patients,patients,group2,8.0,7.0,30.0,25-35,25.0,35.0,30.0,5339238,,2807.0,31582
20.0,,healthy,group3,10.0,10.0,35.0,30-40,30.0,40.0,35.0,5339238,,2807.0,31582
50.0,mild traumatic brain injury,patients,acute,25.0,25.0,31.2,20-58,20.0,58.0,30.0,7539836,,2128.0,29560
43.0,,healthy,control,19.0,24.0,32.1,20-59,20.0,59.0,31.0,7539836,,2128.0,29560
50.0,mild traumatic brain injury,patients,acute,25.0,25.0,31.2,20-58,20.0,58.0,30.0,7539836,,2128.0,29560
43.0,,healthy,control,19.0,24.0,32.1,20-59,20.0,59.0,31.0,7539836,,2128.0,29560
20.0,healthy,patients,APOE 2/3,10.0,10.0,22.5,18-23,18.0,23.0,22.0,3520927,,,27811
20.0,healthy,patients,APOE 3/4,10.0,10.0,22.5,18-23,18.0,23.0,22.0,3520927,,,27811
32.0,healthy,patients,alcohol,17.0,15.0,25.27,25-27,25.0,27.0,26.0,4332461,,,22777
16.0,low BrAC,patients,alcohol,8.0,8.0,25.27,25-27,25.0,27.0,26.0,4332461,,,22777
16.0,high BrAC,patients,alcohol,9.0,7.0,25.27,25-27,25.0,27.0,26.0,4332461,,,22777
163.0,,healthy,HC,82.0,81.0,32.5,20-40,20.0,40.0,30.0,9057100,,32216.0,52513
151.0,schizophrenia,patients,SZ,80.0,71.0,31.2,20-40,20.0,40.0,30.0,9057100,,32216.0,52513
12.0,healthy,patients,non-dominant hand,7.0,5.0,25.8,22-29,22.0,29.0,26.0,7649291,,2502.0,29360
12.0,healthy,patients,dominant hand,7.0,5.0,25.8,22-29,22.0,29.0,26.0,7649291,,2502.0,29360
29.0,,healthy,young adults,19.0,10.0,23.8,19-30,19.0,30.0,23.0,8318202,,2049.0,31488
32.0,,healthy,older adults,17.0,15.0,71.0,65-81,65.0,81.0,70.0,8318202,,2049.0,31488
14.0,Alzheimer disease,patients,AD,7.0,7.0,72.5,60-80,60.0,80.0,70.0,3423412,,2069.0,24627
8.0,mild cognitive impairment,patients,MCI,4.0,4.0,68.5,60-75,60.0,75.0,65.0,3423412,,2069.0,24627
14.0,,healthy,healthy,7.0,7.0,65.5,60-70,60.0,70.0,65.0,3423412,,2069.0,24627
48.0,,healthy,healthy,24.0,24.0,26.4,26.4 ± 4.9,18.0,35.0,26.0,2993660,,2374.0,31896
48.0,,healthy,healthy,24.0,24.0,26.4,26.4 ± 4.9,18.0,35.0,26.0,2993660,,2374.0,31896
48.0,,healthy,healthy,24.0,24.0,26.4,26.4 ± 4.9,18.0,35.0,26.0,2993660,,2374.0,31896
48.0,,healthy,healthy,24.0,24.0,26.4,26.4 ± 4.9,18.0,35.0,26.0,2993660,,2374.0,31896
60.0,former heroin addicts,patients,male,60.0,0.0,35.0,20-50,20.0,50.0,30.0,4990879,,2120.0,22230
20.0,right MCA infarction,patients,male,11.0,9.0,56.218,45-68,45.0,68.0,56.0,8154462,,,19156
11.0,,healthy,male,11.0,0.0,53.79,40-67,40.0,67.0,54.0,8154462,,,19156
9.0,right MCA infarction,patients,female,0.0,9.0,56.218,45-68,45.0,68.0,56.0,8154462,,,19156
24.0,MSA,patients,MSA,12.0,12.0,60.5,50-70,50.0,70.0,60.0,7485713,,,6819
20.0,,healthy,HC,10.0,10.0,55.2,45-65,45.0,65.0,55.0,7485713,,,6819
50.0,Idiopathic Parkinson's disease,patients,IPD patients,29.0,21.0,57.7,54.6-61.0,54.0,61.0,57.0,6675526,,2116.0,17794
20.0,,healthy,healthy controls,13.0,7.0,55.6,54.6-56.6,54.0,56.0,55.0,6675526,,2116.0,17794
31.0,anorexia nervosa,patients,AN,1.0,30.0,25.6,18-45,18.0,45.0,24.0,3913832,,2178.0,32124
35.0,,healthy,HC,15.0,20.0,26.2,18-45,18.0,45.0,25.0,3913832,,2178.0,32124
31.0,anorexia nervosa,patients,AN-R,1.0,30.0,25.6,18-45,18.0,45.0,24.0,3913832,,2178.0,32124
31.0,anorexia nervosa,patients,AN-BP,1.0,30.0,25.6,18-45,18.0,45.0,24.0,3913832,,2178.0,32124
157.0,incarcerated,patients,female,120.0,37.0,32.5,18-50,18.0,50.0,30.0,4174863,,2197.0,31756
46.0,,healthy,female,23.0,23.0,28.5,18-50,18.0,50.0,25.0,4174863,,2197.0,31756
63.0,healthy,patients,GnRHa,31.0,30.0,24.3,5.0,24.0,25.0,24.0,5068584,,2022.0,30784
63.0,healthy,patients,placebo,30.0,26.0,25.0,5.0,25.0,30.0,25.0,5068584,,2022.0,30784
24.0,asymptomatic carotid artery stenosis,patients,CAS,12.0,12.0,65.5,55-80,55.0,80.0,66.0,5552726,,2701.0,19138
16.0,asymptomatic carotid artery stenosis,patients,CAS,8.0,8.0,64.5,55-80,55.0,80.0,65.0,5552726,,2701.0,19138
16.0,asymptomatic carotid artery stenosis,patients,CAS,8.0,8.0,64.5,55-80,55.0,80.0,65.0,5552726,,2701.0,19138
37.0,Parkinson's disease,patients,PD patients,17.0,20.0,62.5,50-70,50.0,70.0,60.0,4184784,,,24862
34.0,,healthy,healthy controls,22.0,12.0,61.2,50-70,50.0,70.0,60.0,4184784,,,24862
53.0,mild traumatic brain injury,patients,acute,32.0,21.0,29.5,18-45,18.0,45.0,28.0,7275020,,2510.0,24695
37.0,,healthy,control,20.0,17.0,29.7,18-45,18.0,45.0,28.0,7275020,,2510.0,24695
100.0,drugnave first‐episode schizophrenia patients,patients,AVHs,50.0,50.0,25.0,18-35,18.0,35.0,25.0,9435010,,3139.0,31882
50.0,drugnave first‐episode schizophrenia patients,patients,NAVH,25.0,25.0,25.0,18-35,18.0,35.0,25.0,9435010,,3139.0,31882
50.0,,healthy,HCs,25.0,25.0,25.0,18-35,18.0,35.0,25.0,9435010,,3139.0,31882
595.0,,healthy,all,232.0,363.0,39.47,8-83,8.0,83.0,36.0,8615904,,,22307
595.0,,healthy,male,232.0,363.0,39.47,8-83,8.0,83.0,36.0,8615904,,,22307
595.0,,healthy,female,232.0,363.0,39.47,8-83,8.0,83.0,36.0,8615904,,,22307
29.0,healthy,patients,trigeminal nociception,15.0,14.0,25.5,20-30,20.0,30.0,25.0,7563756,,,27006
29.0,healthy,patients,control,15.0,14.0,25.5,20-30,20.0,30.0,25.0,7563756,,,27006
29.0,healthy,patients,rose odor,15.0,14.0,25.5,20-30,20.0,30.0,25.0,7563756,,,27006
29.0,healthy,patients,visual stimulation,15.0,14.0,25.5,20-30,20.0,30.0,25.0,7563756,,,27006
28.0,,healthy,younger adults,15.0,13.0,24.39,18-34,18.0,34.0,24.0,7004957,,,28950
24.0,,healthy,older adults,15.0,9.0,66.95,55-75,55.0,75.0,67.0,7004957,,,28950
10.0,,healthy,group1,7.0,3.0,39.8,18-50,18.0,50.0,39.0,2935390,,2055.0,21893
10.0,,healthy,group2,7.0,3.0,39.8,18-50,18.0,50.0,39.0,2935390,,2055.0,21893
10.0,,healthy,group3,7.0,3.0,39.8,18-50,18.0,50.0,39.0,2935390,,2055.0,21893
15.0,,healthy,group1,7.0,8.0,23.8,20-28,20.0,28.0,23.0,5324609,,,24283
15.0,,healthy,group2,7.0,8.0,23.8,20-28,20.0,28.0,23.0,5324609,,,24283
15.0,,healthy,group3,7.0,8.0,23.8,20-28,20.0,28.0,23.0,5324609,,,24283
173.0,Tuberous sclerosis complex,patients,TSC1/TSC2,107.0,21.0,30.5,20-40,20.0,40.0,30.0,9308181,,,26539
173.0,Tuberous sclerosis complex,patients,NMI,12.0,161.0,32.5,25-35,25.0,35.0,32.0,9308181,,,26539
173.0,Tuberous sclerosis complex,patients,TSC1,27.0,17.0,28.5,20-30,20.0,30.0,28.0,9308181,,,26539
173.0,Tuberous sclerosis complex,patients,TSC2,134.0,4.0,31.5,25-40,25.0,40.0,31.0,9308181,,,26539
10.0,,healthy,group1,5.0,5.0,30.0,20-40,20.0,40.0,30.0,6854061,,2596.0,28842
15.0,patients,patients,group2,8.0,7.0,40.0,30-50,30.0,50.0,40.0,6854061,,2596.0,28842
20.0,,healthy,group3,10.0,10.0,50.0,40-60,40.0,60.0,50.0,6854061,,2596.0,28842
21.0,Essential tremor,patients,ET,12.0,9.0,51.6,17.8,25.0,78.0,52.0,4732188,,2426.0,31720
21.0,,healthy,healthy,14.0,7.0,50.6,16.4,25.0,75.0,51.0,4732188,,2426.0,31720
21.0,Essential tremor,patients,ET,12.0,9.0,51.6,17.8,25.0,78.0,52.0,4732188,,2426.0,31720
21.0,,healthy,healthy,14.0,7.0,50.6,16.4,25.0,75.0,51.0,4732188,,2426.0,31720
11.0,,healthy,healthy,5.0,6.0,56.8,56-68,56.0,68.0,58.0,4589842,,,23127
11.0,depressed,patients,depressed,5.0,6.0,61.8,61-68,61.0,68.0,62.0,4589842,,,23127
24.0,,healthy,young adults,14.0,10.0,23.8,19-32 years,19.0,32.0,23.0,3791281,,,26715
24.0,,healthy,young adults,14.0,10.0,23.8,19-32 years,19.0,32.0,23.0,3791281,,,26715
19.0,attention-deficit hyperactivity disorder,patients,ADHD,18.0,1.0,12.5,10-14,10.0,14.0,12.0,4936600,,2670.0,31280
6.0,Developmental coordination disorder,patients,DCD,5.0,1.0,11.5,10-12,10.0,12.0,11.0,4936600,,2670.0,31280
14.0,Developmental coordination disorder+attention-deficit hyperactivity disorder,patients,DCD+ADHD,12.0,2.0,12.0,10-14,10.0,14.0,12.0,4936600,,2670.0,31280
21.0,,healthy,typically developing,10.0,11.0,11.5,10-12,10.0,12.0,11.0,4936600,,2670.0,31280
33.0,healthy,patients,LR3,17.0,16.0,25.3,25.3 ± 2.8,22.0,28.0,25.0,3676955,,,13399
33.0,healthy,patients,ST44,17.0,16.0,25.3,25.3 ± 2.8,22.0,28.0,25.0,3676955,,,13399
33.0,healthy,patients,nonacupoint,17.0,16.0,25.3,25.3 ± 2.8,22.0,28.0,25.0,3676955,,,13399
1.0,GNE myopathy with congenital thrombocytopenia,patients,GNE myopathy,1.0,0.0,29.0,29-29,29.0,29.0,29.0,8978988,,,16470
10.0,,healthy,group1,5.0,5.0,25.0,20-30,20.0,30.0,25.0,6611425,,2467.0,5524
15.0,schizophrenia,patients,group2,8.0,7.0,30.0,25-35,25.0,35.0,30.0,6611425,,2467.0,5524
6.0,PCH,patients,PCH,3.0,2.0,7.33,13,5.0,16.0,5.0,9461104,,,23477
1.0,Cerebellofaciodental syndrome,patients,Cerebellofaciodental syndrome,1.0,0.0,6.0,1,6.0,6.0,6.0,9461104,,,23477
16.0,dementia with Lewy bodies,patients,DLB,10.0,6.0,72.5,60-80,60.0,80.0,73.0,3984441,,2077.0,31965
17.0,,healthy,controls,9.0,8.0,71.5,60-80,60.0,80.0,72.0,3984441,,2077.0,31965
16.0,dementia with Lewy bodies,patients,DLB,10.0,6.0,72.5,60-80,60.0,80.0,73.0,3984441,,2077.0,31965
17.0,,healthy,controls,9.0,8.0,71.5,60-80,60.0,80.0,72.0,3984441,,2077.0,31965
18.0,anxiety disorder,patients,PD-A,10.0,8.0,62.5,55-70,55.0,70.0,63.0,5655292,,,22003
45.0,non-anxiety,patients,PD-NA,25.0,20.0,60.5,50-75,50.0,75.0,61.0,5655292,,,22003
24.0,,healthy,HC,12.0,12.0,58.5,50-65,50.0,65.0,59.0,5655292,,,22003
10.0,,healthy,healthy,5.0,5.0,25.0,20-30,20.0,30.0,25.0,6347794,,3088.0,32438
15.0,patients,patients,patients,8.0,7.0,30.0,25-35,25.0,35.0,30.0,6347794,,3088.0,32438
20.0,,healthy,healthy,10.0,10.0,27.0,22-32,22.0,32.0,27.0,6347794,,3088.0,32438
25.0,,healthy,male,15.0,10.0,30.0,20-40,20.0,40.0,30.0,4436102,1.0,28474.0,41216
20.0,,healthy,female,10.0,10.0,28.0,20-40,20.0,40.0,28.0,4436102,1.0,28474.0,41216
15.0,patients,patients,male,10.0,5.0,35.0,25-45,25.0,45.0,35.0,4436102,1.0,28474.0,41216
10.0,patients,patients,female,5.0,5.0,32.0,25-45,25.0,45.0,32.0,4436102,1.0,28474.0,41216
24.0,healthy,patients,young men,12.0,12.0,29.96,29.96±6.9,23.0,36.0,29.0,9548384,,2152.0,18402
23.0,healthy,patients,young men,11.0,12.0,29.96,29.96±6.9,23.0,36.0,29.0,9548384,,2152.0,18402
22.0,healthy,patients,young men,10.0,12.0,29.96,29.96±6.9,23.0,36.0,29.0,9548384,,2152.0,18402
21.0,healthy,patients,young men,9.0,12.0,29.96,29.96±6.9,23.0,36.0,29.0,9548384,,2152.0,18402
20.0,healthy,patients,young men,8.0,12.0,29.96,29.96±6.9,23.0,36.0,29.0,9548384,,2152.0,18402
19.0,healthy,patients,young men,7.0,12.0,29.96,29.96±6.9,23.0,36.0,29.0,9548384,,2152.0,18402
18.0,healthy,patients,young men,6.0,12.0,29.96,29.96±6.9,23.0,36.0,29.0,9548384,,2152.0,18402
17.0,healthy,patients,young men,5.0,12.0,29.96,29.96±6.9,23.0,36.0,29.0,9548384,,2152.0,18402
16.0,healthy,patients,young men,4.0,12.0,29.96,29.96±6.9,23.0,36.0,29.0,9548384,,2152.0,18402
15.0,healthy,patients,young men,3.0,12.0,29.96,29.96±6.9,23.0,36.0,29.0,9548384,,2152.0,18402
14.0,healthy,patients,young men,2.0,12.0,29.96,29.96±6.9,23.0,36.0,29.0,9548384,,2152.0,18402
13.0,healthy,patients,young men,1.0,12.0,29.96,29.96±6.9,23.0,36.0,29.0,9548384,,2152.0,18402
12.0,healthy,patients,young men,0.0,12.0,29.96,29.96±6.9,23.0,36.0,29.0,9548384,,2152.0,18402
11.0,healthy,patients,young men,0.0,11.0,29.96,29.96±6.9,23.0,36.0,29.0,9548384,,2152.0,18402
10.0,healthy,patients,young men,0.0,10.0,29.96,29.96±6.9,23.0,36.0,29.0,9548384,,2152.0,18402
9.0,healthy,patients,young men,0.0,9.0,29.96,29.96±6.9,23.0,36.0,29.0,9548384,,2152.0,18402
8.0,healthy,patients,young men,0.0,8.0,29.96,29.96±6.9,23.0,36.0,29.0,9548384,,2152.0,18402
7.0,healthy,patients,young men,0.0,7.0,29.96,29.96±6.9,23.0,36.0,29.0,9548384,,2152.0,18402
167.0,ADHD,patients,ADHD,88.0,79.0,10.74,0-18,,18.0,10.0,8782893,,,27082
167.0,ADHD,patients,ADHD,88.0,79.0,13.3,0-18,,18.0,13.0,8782893,,,27082
167.0,ADHD,patients,ADHD,88.0,79.0,10.74,0-18,,18.0,10.0,8782893,,,27082
167.0,ADHD,patients,ADHD,88.0,79.0,13.3,0-18,,18.0,13.0,8782893,,,27082
167.0,ADHD,patients,ADHD,88.0,79.0,10.74,0-18,,18.0,10.0,8782893,,,27082
167.0,ADHD,patients,ADHD,88.0,79.0,13.3,0-18,,18.0,13.0,8782893,,,27082
167.0,ADHD,patients,ADHD,88.0,79.0,10.74,0-18,,18.0,10.0,8782893,,,27082
167.0,ADHD,patients,ADHD,88.0,79.0,13.3,0-18,,18.0,13.0,8782893,,,27082
167.0,ADHD,patients,ADHD,88.0,79.0,10.74,0-18,,18.0,10.0,8782893,,,27082
167.0,ADHD,patients,ADHD,88.0,79.0,13.3,0-18,,18.0,13.0,8782893,,,27082
167.0,ADHD,patients,ADHD,88.0,79.0,10.74,0-18,,18.0,10.0,8782893,,,27082
167.0,ADHD,patients,ADHD,88.0,79.0,13.3,0-18,,18.0,13.0,8782893,,,27082
167.0,ADHD,patients,ADHD,88.0,79.0,10.74,0-18,,18.0,10.0,8782893,,,27082
167.0,ADHD,patients,ADHD,88.0,79.0,13.3,0-18,,18.0,13.0,8782893,,,27082
167.0,ADHD,patients,ADHD,88.0,79.0,10.74,0-18,,18.0,10.0,8782893,,,27082
167.0,ADHD,patients,ADHD,88.0,79.0,13.3,0-18,,18.0,13.0,8782893,,,27082
167.0,ADHD,patients,ADHD,88.0,79.0,10.74,0-18,,18.0,10.0,8782893,,,27082
167.0,ADHD,patients,ADHD,88.0,79.0,13.3,0-18,,18.0,13.0,8782893,,,27082
167.0,ADHD,patients,ADHD,88.0,79.0,10.74,0-18,,18.0,,8782893,,,27082
