count,diagnosis,group_name,subgroup_name,male_count,female_count,age_mean,age_range,age_minimum,age_maximum,age_median,id
28.0,schizophrenia,patients,cognitive behaviour therapy for psychosis,22.0,6.0,,,,,,pmid_21772062
28.0,schizophrenia,patients,treatment as usual,16.0,12.0,,,,,,pmid_21772062
10.0,with externalizing behavior problems,patients,,10.0,0.0,13.5,11-16,11.0,16.0,13.5,pmid_22038344
10.0,,healthy,,10.0,0.0,13.5,11-16,11.0,16.0,13.5,pmid_22038344
45.0,,healthy,,,,,,,,,pmid_20034615
10.0,pediatric bipolar disorder,patients,"euthymic, unmedicated",,,,,,,,pmid_17097071
10.0,,healthy,,,,,,,,,pmid_17097071
43.0,alcohol-dependent patients,patients,,,,,,,,,pmid_27798176
35.0,,healthy,,,,,,,,,pmid_27798176
28.0,ADHD,patients,ADHD with comorbidities,28.0,0.0,,,,,,pmid_17291727
31.0,,healthy,,31.0,0.0,,,,,,pmid_17291727
22.0,PD-MCI,patients,early stage PD patients with MCI,,,,,,,,pmid_30548099
17.0,PD-N,patients,early stage PD patients with normal cognition,,,,,,,,pmid_30548099
36.0,,healthy,,,,,,,,,pmid_30548099
10.0,PG,patients,Men,10.0,0.0,,,,,,pmid_12912766
11.0,,healthy,,,,,,,,,pmid_12912766
20.0,nonmusicians,patients,nonmusicians,10.0,10.0,30.0,20-40,20.0,40.0,30.0,pmid_20533560
30.0,,healthy,musicians,15.0,15.0,25.0,18-35,18.0,35.0,25.0,pmid_20533560
10.0,schizophrenia,patients,first-episode,6.0,4.0,,,,,,pmid_17467008
10.0,healthy,subjects,,,,,,,,,pmid_17467008
9.0,panic disorder,patients,,,,,,,,,pmid_20933374
18.0,healthy,controls,,,,,,,,,pmid_20933374
16.0,,healthy,male,16.0,0.0,32.0,26-42,26.0,42.0,32.0,pmid_22038714
12.0,restraint eaters,patients,restraint eaters,,,,,,,,pmid_27524674
12.0,unrestraint eaters,patients,unrestraint eaters,,,,,,,,pmid_27524674
38.0,TTH patients,patients,,,,,,,,,pmid_34711175
38.0,,healthy,,,,,,,,,pmid_34711175
10.0,online gaming addiction,patients,,,,,,,,,pmid_18996542
10.0,,healthy,,,,,,,,,pmid_18996542
19.0,morbidly obese,patients,,,,,,,,,pmid_22319604
16.0,,healthy,,,,,,,,,pmid_22319604
21.0,bipolar depression,patients,BD,,,,,,,,pmid_22503728
21.0,unipolar depression,patients,UD,,,,,,,,pmid_22503728
17.0,PBD,patients,un-medicated,,,,,,,,pmid_19849880
15.0,ADHD,patients,un-medicated,,,,,,,,pmid_19849880
14.0,,healthy,controls,,,13.78,2.47,,,,pmid_19849880
95.0,PD-MCI,patients,,,,,,,,,pmid_33041748
99.0,,healthy,,,,,,,,,pmid_33041748
18.0,,healthy,controls,,,,,,,,pmid_23119084
18.0,patients,patients,MDD,,,,,,,,pmid_23119084
17.0,,healthy,,,,,,,,,pmid_12217968
20.0,alcohol dependence,patients,AUD,15.0,5.0,40.0,30-50,30.0,50.0,45.0,pmid_30402987
15.0,polysubstance dependence,patients,poly-SUD,10.0,5.0,35.0,25-45,25.0,45.0,40.0,pmid_30402987
25.0,,healthy,,15.0,10.0,30.0,20-40,20.0,40.0,35.0,pmid_30402987
47.0,amnestic mild cognitive impairment,patients,,,,,,,,,pmid_23199001
33.0,,healthy,,,,,,,,,pmid_23199001
50.0,,healthy,young,25.0,25.0,30.0,20-40,20.0,40.0,30.0,pmid_11931290
50.0,patients,patients,old,30.0,20.0,70.0,60-80,60.0,80.0,70.0,pmid_11931290
75.0,,healthy,young volunteers,,,,,,,,pmid_30953669
23.0,PBD,patients,,,,,,,,,pmid_20855051
14.0,ADHD,patients,,,,,,,,,pmid_20855051
19.0,,healthy,,,,,,,,,pmid_20855051
40.0,,healthy,volunteers,,,,,,,,pmid_24821143
20.0,"unipolar, treatment-resistant depression",patients,,10.0,10.0,45.0,30-60,30.0,60.0,42.0,pmid_14550677
20.0,,healthy,,10.0,10.0,40.0,25-55,25.0,55.0,38.0,pmid_14550677
14.0,chronic migraine patients without aura,patients,,,,,,,,,pmid_31011330
18.0,,healthy,,,,,,,,,pmid_31011330
20.0,marijuana-using young adults,patients,MJ,,,,,,,,pmid_27257518
20.0,,healthy,CON,,,,,,,,pmid_27257518
25.0,thin individuals,patients,thin individuals,12.0,13.0,,,,,,pmid_17921372
18.0,AN,patients,RAN,,,,,,,,pmid_22479499
24.0,,healthy,,,,,,,,,pmid_22479499
47.0,,healthy,male,47.0,0.0,17.97872340425532,8-27,8.0,27.0,17.0,pmid_20411397
30.0,OCD,patients,,,,,,,,,pmid_27377579
30.0,healthy,controls,matched,,,,,,,,pmid_27377579
27.0,ADHD probands,patients,,,,,,,,,pmid_29749060
27.0,,healthy,,,,,,,,,pmid_29749060
27.0,,healthy,,,,,,,,,pmid_29749060
14.0,high-frequency poker players,patients,poker players,,,,,,,,pmid_28785029
14.0,,healthy,controls,,,,,,,,pmid_28785029
10.0,,healthy,female,0.0,10.0,,,,,,pmid_16249098
11.0,successful weight-losing,patients,SWL,,,,,,,,pmid_25645425
12.0,,healthy,NW,,,,,,,,pmid_25645425
11.0,overweight,patients,OW,,,,,,,,pmid_25645425
22.0,primary insomnia,patients,,,,,,,,,pmid_35403392
23.0,Parkinson disease,patients,early stage,,,,,,,,pmid_33177029
10.0,Parkinson disease,patients,advanced stages,,,,,,,,pmid_33177029
11.0,ADHD,patients,adults,,,,,,,,pmid_23146254
19.0,PD-NC,patients,MCI,,,,,,,,pmid_30154730
10.0,PD,patients,MCI,,,,,,,,pmid_30154730
13.0,,healthy,,,,,,,,,pmid_30154730
21.0,heavy drinkers,patients,heavy drinkers,,,,,,,,pmid_25172182
20.0,light drinkers,patients,light drinkers,,,,,,,,pmid_25172182
32.0,cerebellar infarction,patients,cerebellar infarction patients,,,,,,,,pmid_31379713
29.0,,healthy,controls,,,,,,,,pmid_31379713
20.0,schizophrenia,patients,medicated with typical neuroleptics,10.0,10.0,,,,,,pmid_16721614
20.0,schizophrenia,patients,medicated with atypical neuroleptics,10.0,10.0,,,,,,pmid_16721614
10.0,,healthy,,,,,,,,,pmid_16721614
22.0,migraineurs without aura,patients,,,,,,,,,pmid_27771875
22.0,,healthy,,,,,,,,,pmid_27771875
40.0,CUD,patients,low-MAOA genotype,40.0,0.0,,,,,,pmid_21383264
42.0,healthy,controls,,42.0,0.0,,,,,,pmid_21383264
24.0,major depression,patients,medication-free,,,,,,,,pmid_23228724
29.0,healthy,controls,matched,,,,,,,,pmid_23228724
168.0,schizophrenia,patients,,,,,,,,,pmid_25944410
166.0,,healthy,,,,,,,,,pmid_25944410
17.0,major depressive disorder,patients,moderately depressed individuals,,,,,,,,pmid_21106812
17.0,,healthy,never-depressed healthy control subjects,,,,,,,,pmid_21106812
50.0,Alzheimer's disease,patients,AD,25.0,25.0,70.0,60-80,60.0,80.0,70.0,pmid_31085195
50.0,diabetes mellitus,patients,DM,30.0,20.0,65.0,50-75,50.0,75.0,65.0,pmid_31085195
59.0,OCD,patients,,,,,,,,,pmid_33559216
24.0,,healthy,,,,,,,,,pmid_27064387
24.0,schizophrenia,patients,,,,,,,,,pmid_27064387
24.0,MDD,patients,,,,,,,,,pmid_27064387
24.0,,healthy,,,,,,,,,pmid_25776211
18.0,borderline personality disorder,patients,,,,,,,,,pmid_19651401
16.0,,healthy,,,,,,,,,pmid_19651401
10.0,obsessive-compulsive disorder,patients,outpatients,,,,,,,,pmid_15820711
12.0,combined subtype ADHD,patients,ADHD,,,,,,,,pmid_12516313
7.0,combined subtype ADHD and Conduct Disorder (CD),patients,ADHD and CD,,,,,,,,pmid_12516313
19.0,,healthy,,,,,,,,,pmid_12516313
15.0,internet gaming addiction,patients,adolescents,,,,,,,,pmid_23937918
18.0,,healthy,adolescents,,,,,,,,pmid_23937918
20.0,subacute back pain,patients,SBPp,10.0,10.0,35.0,25-45,25.0,45.0,30.0,pmid_22751038
20.0,subacute back pain,patients,recovering SBP,10.0,10.0,40.0,30-50,30.0,50.0,35.0,pmid_22751038
20.0,,healthy,,10.0,10.0,30.0,20-40,20.0,40.0,25.0,pmid_22751038
69.0,dn-FES,patients,,,,,,,,,pmid_32503481
74.0,,healthy,,,,,,,,,pmid_32503481
54.0,,healthy,,,,,,,,,pmid_22091533
20.0,obsessive-compulsive disorder,patients,,10.0,10.0,35.0,20-50,20.0,50.0,30.0,pmid_23826251
20.0,,healthy,,10.0,10.0,30.0,25-40,25.0,40.0,28.0,pmid_23826251
100.0,T2DM,patients,Group A,50.0,50.0,55.0,40-70,40.0,70.0,55.0,pmid_29219149
100.0,,healthy,Group B,50.0,50.0,45.0,30-60,30.0,60.0,45.0,pmid_29219149
14.0,normal,subjects,self-paced n-back,,,,,,,,pmid_17280644
37.0,T2DM,patients,APOE-3 homozygotes,,,,,,,,pmid_32612525
37.0,healthy,controls,well-matched,,,,,,,,pmid_32612525
281.0,borderline personality disorder,patients,,,,,,,,,pmid_25935068
293.0,,healthy,,,,,,,,,pmid_25935068
22.0,acupuncturists,patients,acupuncturists,,,,,,,,pmid_23840505
22.0,,healthy,non-acupuncturists,,,,,,,,pmid_23840505
28.0,schizophrenia,patients,,,,,,,,,pmid_26528167
31.0,healthy,controls,,,,,,,,,pmid_26528167
10.0,normal,volunteers,normal,,,,,,,,pmid_9175134
30.0,Internet addicts,patients,Internet addicts,15.0,15.0,25.0,18-35,18.0,35.0,24.0,pmid_21764067
30.0,,healthy,normal controls,15.0,15.0,28.0,20-40,20.0,40.0,27.0,pmid_21764067
6.0,,healthy,volunteers,6.0,0.0,,,,,,pmid_11160520
124.0,T2DM,patients,,,,75.5,,,,,pmid_26333802
692.0,,healthy,,,,74.1,,,,,pmid_26333802
14.0,schizophrenia,patients,delusions,14.0,0.0,,,,,,pmid_26204264
14.0,,healthy,,,,,,,,,pmid_26204264
9.0,,healthy,,,,,,,,,pmid_21907811
20.0,IGD,patients,young male adults,20.0,0.0,,,,,,pmid_32365424
21.0,,healthy,young male adults,21.0,0.0,,,,,,pmid_32365424
38.0,MCI,patients,high quality of sleep,,,,,,,,pmid_32846276
38.0,,healthy,,,,,,,,,pmid_32846276
14.0,ALS,patients,,,,,,,,,pmid_21556876
8.0,healthy,controls,,,,,,,,,pmid_21556876
33.0,ADHD,patients,"drug-naive, right-handed male",33.0,0.0,9.9,9.9 - 9.9,9.9,9.9,9.9,pmid_24704944
27.0,healthy,controls,right-handed male,27.0,0.0,10.9,10.9 - 10.9,10.9,10.9,10.9,pmid_24704944
147.0,ASD,patients,ASD,,,,,,,,pmid_28197860
184.0,,healthy,TD,,,,,,,,pmid_28197860
35.0,depressed patients,patients,,,,,,,,,pmid_23171695
35.0,,healthy,,,,,,,,,pmid_23171695
33.0,T2DM without MCI,patients,,,,,,,,,pmid_31252056
33.0,healthy,control subjects,,,,,,,,,pmid_31252056
19.0,IAD,patients,college students,,,,,,,,pmid_20819576
19.0,,healthy,college students,,,,,,,,pmid_20819576
15.0,disruptive behavior disorders and psychopathic traits,patients,children and adolescents,,,,,,,,pmid_22456823
17.0,healthy,comparison youths,,,,,,,,,pmid_22456823
10.0,,healthy,male,10.0,0.0,,,,,,pmid_21232571
19.0,IGD,patients,,,,,,,,,pmid_27242623
21.0,healthy,control,,,,,,,,,pmid_27242623
43.0,migraine,patients,female,0.0,43.0,,,,,,pmid_23227257
43.0,,healthy,gender-matched,0.0,43.0,,,,,,pmid_23227257
29.0,major depressive disorder,patients,depressed patients,,,,,,,,pmid_23990079
25.0,,healthy,healthy subjects,,,,,,,,pmid_23990079
14.0,ADHD,patients,right-handed male adolescents,14.0,0.0,,,,,,pmid_16741204
12.0,typically developing,comparison subjects,age- and handedness-matched male,12.0,0.0,,,,,,pmid_16741204
8.0,pathological computer game players,patients,male,8.0,0.0,,,,,,pmid_22970898
9.0,,healthy,male,9.0,0.0,,,,,,pmid_22970898
138.0,chronic pain,patients,all,,,,,,,,pmid_26871535
50.0,ALS,patients,cognitive disturbances,30.0,20.0,60.0,50-70,50.0,70.0,55.0,pmid_22720174
20.0,healthy,patients,group 1,10.0,10.0,35.0,25-45,25.0,45.0,30.0,pmid_20668188
15.0,,healthy,group 2,8.0,7.0,42.0,35-50,35.0,50.0,45.0,pmid_20668188
1135.0,type 1 diabetes,patients,aged 30-49 years,,,,,,,,pmid_16249528
11.0,,healthy,,,,,,,,,pmid_12146684
30.0,depressed inpatients,patients,acutely depressed,,,,,,,,pmid_19748075
26.0,,healthy,,,,,,,,,pmid_19748075
30.0,Parkinson disease,patients,,15.0,15.0,65.0,50-80,50.0,80.0,68.0,pmid_18752414
30.0,,healthy,,15.0,15.0,63.0,45-75,45.0,75.0,65.0,pmid_18752414
317.0,healthy,patients,participants,150.0,167.0,35.0,20-50,20.0,50.0,30.0,pmid_12968182
193.0,depression,patients,,,,,,,,,pmid_29433612
13.0,schizophrenia,patients,,7.0,6.0,35.0,25-45,25.0,45.0,35.0,pmid_17448605
13.0,,healthy,,7.0,6.0,30.0,20-40,20.0,40.0,30.0,pmid_17448605
8.0,aggressive CD,patients,adolescents,8.0,0.0,,,,,,pmid_18940230
8.0,,healthy,matched controls,8.0,0.0,,,,,,pmid_18940230
23.0,MDD,patients,,,,,,,,,pmid_28981882
25.0,healthy,controls,,,,,,,,,pmid_28981882
50.0,healthy,patients,children,25.0,25.0,10.0,5-15,5.0,15.0,10.0,pmid_21084608
100.0,healthy,patients,adolescents,50.0,50.0,15.0,12-18,12.0,18.0,15.0,pmid_21084608
200.0,healthy,patients,adults,100.0,100.0,30.0,25-40,25.0,40.0,30.0,pmid_21084608
8.0,,healthy,,,,,,,,,pmid_27129935
10.0,obese/overweight,patients,overweight,,,,,,,,pmid_28754348
16.0,lean high-risk,patients,lean-HR,,,,,,,,pmid_28754348
10.0,lean low-risk,patients,lean-LR,,,,,,,,pmid_28754348
20.0,adolescent users of tobacco and cannabis,patients,,,,,,,,,pmid_16631130
25.0,adolescent tobacco users with minimal history of cannabis use,patients,,,,,,,,,pmid_16631130
1.0,healthy,patients,group 1,10.0,15.0,35.0,20-50,20.0,50.0,30.0,pmid_20714062
2.0,,healthy,group 2,5.0,8.0,45.0,30-60,30.0,60.0,40.0,pmid_20714062
13.0,aMCI,patients,,,,,,,,,pmid_24583406
16.0,,healthy,,,,,,,,,pmid_24583406
20.0,ASC,patients,adult,20.0,0.0,,,,,,pmid_30468777
20.0,,healthy,adult,20.0,0.0,,,,,,pmid_30468777
48.0,adolescent-onset schizophrenia,patients,"first-episode, drug-naive",,,,,,,,pmid_28823850
31.0,healthy,controls,,,,,,,,,pmid_28823850
19.0,,healthy,,,,,,,,,pmid_27272198
14.0,noncomorbid conduct disorder,patients,male,14.0,0.0,12.5,9-16 years,9.0,16.0,12.5,pmid_18829871
18.0,"noncomorbid ADHD, combined hyperactive-inattentive subtype",patients,male,18.0,0.0,12.5,9-16 years,9.0,16.0,12.5,pmid_18829871
16.0,,healthy,null,,,,,,,,pmid_18829871
25.0,DBD,patients,persistent DBD,15.0,10.0,17.6,1.4,16.2,19.0,17.8,pmid_26048179
25.0,DBD,patients,desistent DBD,10.0,15.0,17.6,1.4,16.2,19.0,17.8,pmid_26048179
25.0,,healthy,,15.0,10.0,17.6,1.4,16.2,19.0,17.8,pmid_26048179
32.0,aMCI,patients,,,,,,,,,pmid_28528774
40.0,healthy,controls,,,,,,,,,pmid_28528774
21.0,early psychosis,patients,yoga,,,,,,,,pmid_32487465
18.0,early psychosis,patients,aerobic,,,,,,,,pmid_32487465
12.0,early psychosis,patients,waitlist,,,,,,,,pmid_32487465
7.0,,healthy,,,,,,,,,pmid_10928739
18.0,non-musicians,volunteers,non-musicians,,,,,,,,pmid_24634661
615529.0,diabetic patients,patients,diabetic,,,,,,,,pmid_22572745
614871.0,,healthy,controls,,,,,,,,pmid_22572745
30.0,,healthy,,17.0,13.0,22.2,0.7,22.2,22.2,22.2,pmid_22383502
50.0,migraine and insomnia,patients,migraine and insomnia,25.0,25.0,35.0,20-50,20.0,50.0,30.0,pmid_34680538
50.0,,healthy,healthy,25.0,25.0,40.0,25-60,25.0,60.0,45.0,pmid_34680538
21.0,,healthy,subjects,,,,,,,,pmid_12595179
50.0,schizophrenia,patients,group 1,25.0,25.0,30.0,20-40,20.0,40.0,30.0,pmid_20566491
50.0,,healthy,group 2,30.0,20.0,35.0,25-45,25.0,45.0,35.0,pmid_20566491
25.0,amyotrophic lateral sclerosis,patients,,,,,,,,,pmid_22075069
13.0,obese,patients,women,0.0,13.0,,,,,,pmid_17566768
13.0,,healthy,subjects,0.0,13.0,,,,,,pmid_17566768
30.0,IGD,patients,male,30.0,0.0,,,,,,pmid_30178423
23.0,IGD,patients,female,0.0,23.0,,,,,,pmid_30178423
30.0,,healthy,male,30.0,0.0,,,,,,pmid_30178423
22.0,,healthy,female,0.0,22.0,,,,,,pmid_30178423
18.0,rMDD,patients,,,,,,,,,pmid_25617820
19.0,,healthy,,,,,,,,,pmid_25617820
20.0,healthy,patients,group 1,10.0,10.0,35.0,25-45,25.0,45.0,30.0,pmid_26720411
15.0,,healthy,group 2,8.0,7.0,42.0,35-50,35.0,50.0,45.0,pmid_26720411
33.0,unmedicated BPD,patients,,,,,,,,,pmid_22560044
28.0,schizotypal personality disorder,patients,,,,,,,,,pmid_22560044
32.0,,healthy,,,,,,,,,pmid_22560044
40.0,problem gamblers,patients,treatment seeking,,,,,,,,pmid_22270405
36.0,alcohol use disorder,patients,,,,,,,,,pmid_22270405
54.0,,healthy,,,,,,,,,pmid_22270405
17.0,marijuana users,patients,adolescents,,,,,,,,pmid_18072830
17.0,,healthy,adolescents,,,,,,,,pmid_18072830
17.0,developmental dyslexia,patients,developmental dyslexics,,,,,,,,pmid_10599862
17.0,,healthy,normal reading children,,,,,,,,pmid_10599862
2293.0,adolescents,participants,,1179.0,1114.0,,,,,,pmid_19805713
22.0,pathological and nonpathological gamblers,participants,total,,,,,,,,pmid_24607394
24.0,PTSD,patients,,,,,,,,,pmid_30260530
26.0,healthy,controls,trauma-exposed,,,,,,,,pmid_30260530
15.0,autism spectrum disorders,patients,adults,15.0,0.0,,,,,,pmid_28717158
15.0,,healthy,adults,15.0,0.0,,,,,,pmid_28717158
12.0,,healthy,young,6.0,6.0,25.0,18-30,18.0,30.0,24.0,pmid_21203474
12.0,,healthy,elderly,6.0,6.0,70.0,65-75,65.0,75.0,72.0,pmid_21203474
28.0,CUD+,patients,current cocaine users,,,,,,,,pmid_34089343
23.0,CUD-ST,patients,short-term abstainers,,,,,,,,pmid_34089343
20.0,CUD-LT,patients,long-term abstainers,,,,,,,,pmid_34089343
45.0,,healthy,controls,,,,,,,,pmid_34089343
15.0,frequent poker gamblers,patients,non-problem to high-problem gambling,,,,,,,,pmid_25781641
15.0,,healthy,,,,,,,,,pmid_25781641
50.0,healthy,patients,group 1,25.0,25.0,35.0,20-50,20.0,50.0,30.0,pmid_24974396
60.0,,healthy,group 2,30.0,30.0,45.0,30-60,30.0,60.0,40.0,pmid_24974396
25.0,ADHD-PI,patients,ADHD-PI,,,,,,,,pmid_28699075
25.0,ADHD-C,patients,ADHD-C,,,,,,,,pmid_28699075
30.0,,healthy,,,,,,,,,pmid_28699075
26.0,healthy,patients,young adults,,,,,,,,pmid_27630561
27.0,healthy,patients,older adults,,,,,,,,pmid_27630561
12.0,,healthy,,4.0,8.0,23.0,+/-1.7 years,,,,pmid_20600979
27.0,IGD,patients,college students,,,,,,,,pmid_33570505
26.0,,healthy,,,,,,,,,pmid_33570505
17.0,,healthy,,,,,,,,,pmid_20167415
116.0,schizophrenia,patients,,,,,,,,,pmid_27000096
122.0,,healthy,,,,,,,,,pmid_27000096
244.0,,healthy,,,,,,,,,pmid_32169031
17.0,AD or T2DM,patients,,,,,,,,,pmid_32909269
88.0,healthy,patients,neuroimaging studies,,,,,,,,pmid_23125108
28.0,,healthy,,,,,,,,,pmid_15955481
51.0,,healthy,,,,,,,,,pmid_24760016
61.0,antisocial behaviour,patients,childhood-onset,30.0,31.0,25.0,10-40,10.0,40.0,23.0,pmid_23826820
61.0,antisocial behaviour,patients,adolescence-onset,35.0,26.0,18.0,13-25,13.0,25.0,19.0,pmid_23826820
50.0,Alzheimer's disease,patients,AD,25.0,25.0,70.0,60-80,60.0,80.0,70.0,pmid_30106209
50.0,type 2 diabetes mellitus,patients,T2DM,30.0,20.0,65.0,50-75,50.0,75.0,65.0,pmid_30106209
50.0,,healthy,control,20.0,30.0,60.0,40-70,40.0,70.0,60.0,pmid_30106209
20.0,ADHD,patients,adult,10.0,10.0,30.0,20-40,20.0,40.0,30.0,pmid_21129938
20.0,healthy,controls,age-matched,10.0,10.0,30.0,20-40,20.0,40.0,30.0,pmid_21129938
1.0,,healthy,novice,0.0,1.0,,,,,,pmid_22383804
53.0,,healthy,,,,,,,,,pmid_24902936
2.0,autism,patients,adults,2.0,0.0,,,,,,pmid_30575312
2.0,,healthy,adults,2.0,0.0,,,,,,pmid_30575312
20.0,pathological gamblers,patients,male,15.0,5.0,35.0,25-45,25.0,45.0,30.0,pmid_14594746
20.0,,healthy,male,15.0,5.0,40.0,30-50,30.0,50.0,35.0,pmid_14594746
50.0,depressed,patients,diagnosed depressed,20.0,30.0,35.0,20-50,20.0,50.0,30.0,pmid_16237317
50.0,,healthy,nondepressed,25.0,25.0,40.0,25-55,25.0,55.0,35.0,pmid_16237317
13.0,primary nocturnal enuresis,patients,right-handed,7.0,6.0,11.4,0.8 years,11.4,12.2,,pmid_21332594
15.0,,healthy,right-handed,9.0,6.0,11.3,1.0 years,10.3,12.3,,pmid_21332594
46.0,aMCI,patients,,,,,,,,,pmid_24838536
21.0,,healthy,,,,,,,,,pmid_24838536
6.0,children,patients,children,6.0,0.0,9.0,8-10 years,8.0,10.0,9.0,pmid_10458945
6.0,adults,patients,adults,6.0,0.0,22.5,19-26 years,19.0,26.0,22.5,pmid_10458945
39.0,early-onset schizophrenia,patients,EOS,,,,,,,,pmid_27000303
31.0,,healthy,,,,,,,,,pmid_27000303
14.0,ALS,patients,,,,,,,,,pmid_20543183
18.0,control,subjects,,,,,,,,,pmid_20543183
10.0,internal medicine interns,patients,novices,5.0,5.0,30.0,25-35,25.0,35.0,30.0,pmid_25798328
10.0,board-certified staff internists,patients,experts,5.0,5.0,40.0,35-45,35.0,45.0,40.0,pmid_25798328
206.0,BD,patients,depressed,,,,,,,,pmid_26454335
96.0,SCZ,patients,,,,,,,,,pmid_26454335
136.0,,healthy,,,,,,,,,pmid_26454335
13.0,recovered patients with a history of major depression,patients,unmedicated,,,,,,,,pmid_19529923
14.0,,healthy,,,,,,,,,pmid_19529923
30.0,knee osteoarthritis,patients,older,,,,,,,,pmid_26511911
20.0,healthy,patients,Group A,10.0,10.0,35.0,25-45,25.0,45.0,30.0,pmid_23397317
15.0,patients,patients,Group B,8.0,7.0,42.0,35-50,35.0,50.0,45.0,pmid_23397317
28.0,non-demented ALS,patients,,,,,,,,,pmid_15163610
18.0,healthy,controls,,,,,,,,,pmid_15163610
23.0,dyslexic,patients,10-year-old children,,,,,,,,pmid_22387166
23.0,,healthy,10-year-old children,,,,,,,,pmid_22387166
10.0,neurologically intact,participants,right-handed,10.0,0.0,,,,,,pmid_17229828
14.0,PD patients with psychotic symptoms,patients,,,,,,,,,pmid_32540629
23.0,PD patients without psychotic symptoms,patients,,,,,,,,,pmid_32540629
19.0,,healthy,,,,,,,,,pmid_32540629
19.0,chronic pain,patients,CBT,,,,,,,,pmid_26958466
19.0,chronic pain,patients,control,,,,,,,,pmid_26958466
33.0,,healthy,adult participants,,,,,,,,pmid_22956667
140.0,knee osteoarthritis,patients,Tai Chi,,,,,,,,pmid_31395306
100.0,type 2 diabetes mellitus,patients,male,50.0,50.0,55.0,40-70,40.0,70.0,55.0,pmid_27159875
100.0,type 2 diabetes mellitus,patients,female,50.0,50.0,60.0,45-75,45.0,75.0,60.0,pmid_27159875
17.0,,healthy,young adults,,,,,,,,pmid_22109998
9.0,ALS,patients,non-demented,,,,,,,,pmid_20593194
10.0,healthy,controls,,,,,,,,,pmid_20593194
22.0,schizophrenia,patients,,,,,,,,,pmid_26379600
24.0,depression,patients,,,,,,,,,pmid_26379600
21.0,,healthy,,,,,,,,,pmid_26379600
16.0,healthy,patients,females,0.0,16.0,,,,,,pmid_19501062
18.0,schizophrenia,patients,,,,,,,,,pmid_16503328
18.0,,healthy,,,,,,,,,pmid_16503328
20.0,ALS,patients,all,12.0,8.0,55.0,40-70,40.0,70.0,57.0,pmid_21060689
20.0,,healthy,all,10.0,10.0,50.0,35-65,35.0,65.0,52.0,pmid_21060689
12.0,MDD,patients,adults,,,,,,,,pmid_19726030
15.0,,healthy,adults,,,,,,,,pmid_19726030
16.0,post-menopausal elderly women,patients,ERT group,0.0,16.0,78.5,73-84,73.0,84.0,78.5,pmid_16084069
15.0,ASD,patients,adults,15.0,0.0,,,,,,pmid_24078018
15.0,,healthy,adults,15.0,0.0,,,,,,pmid_24078018
17.0,CM,patients,,,,,,,,,pmid_34079699
20.0,,healthy,,,,,,,,,pmid_34079699
36.0,conduct disorder,patients,early-onset,36.0,0.0,15.5,12-18,12.0,18.0,15.0,pmid_21454920
27.0,conduct disorder,patients,adolescent-onset,27.0,0.0,16.0,13-19,13.0,19.0,16.0,pmid_21454920
27.0,,healthy,,27.0,0.0,16.0,13-19,13.0,19.0,16.0,pmid_21454920
18.0,IGD,patients,IGD,,,,,,,,pmid_28545006
21.0,RGU,patients,RGU,,,,,,,,pmid_28545006
19.0,NLFGU,patients,NLFGU,,,,,,,,pmid_28545006
17.0,chronic outpatients with SZ,patients,,,,,,,,,pmid_20720534
17.0,,healthy,,,,,,,,,pmid_20720534
20.0,major depressive episode,patients,medication-free,,,,,,,,pmid_22659303
49.0,Parkinson's disease,patients,normal cognition,,,,,,,,pmid_35898326
37.0,,healthy,,,,,,,,,pmid_35898326
33.0,BPD,patients,female,,,,,,,,pmid_28388995
23.0,BPD,patients,male,,,,,,,,pmid_28388995
30.0,,healthy,women,,,,,,,,pmid_28388995
26.0,,healthy,men,,,,,,,,pmid_28388995
32.0,,healthy,,,,,,,,,pmid_24076046
35.0,,healthy,,,,,,,,,pmid_30656602
343.0,patients,patients,FE,,,,,,,,pmid_27445261
446.0,,healthy,,,,,,,,,pmid_27445261
23.0,pediatric BD,patients,,,,14.2,+/-3.1 years,,,,pmid_17988357
22.0,,healthy,,,,14.7,+/-2.3 years,,,,pmid_17988357
19.0,FM patients,patients,,,,,,,,,pmid_22715371
22.0,,healthy,,,,,,,,,pmid_22715371
20.0,aMCI,patients,aMCI patients,10.0,10.0,65.0,50-80,50.0,80.0,68.0,pmid_18455308
20.0,,healthy,healthy participants,10.0,10.0,60.0,45-75,45.0,75.0,62.0,pmid_18455308
16.0,healthy,patients,women treated with hormone therapy since the menopause,,,,,,,,pmid_11158031
12.0,healthy,patients,women not treated with hormones,,,,,,,,pmid_11158031
1.0,,healthy,mildly hungry,,,,,,,,pmid_23428568
59.0,,healthy,,,,,,,,,pmid_21365716
905.0,chronic smokers,patients,smokers,,,,,,,,pmid_33010686
1344.0,,healthy,nonsmokers,,,,,,,,pmid_33010686
9.0,,healthy,subjects,9.0,0.0,,,,,,pmid_10405732
30.0,Internet addiction disorder (IAD),patients,,15.0,15.0,25.0,20-30,20.0,30.0,25.0,pmid_23933447
30.0,,healthy,,15.0,15.0,30.0,25-35,25.0,35.0,30.0,pmid_23933447
20.0,healthy,patients,Group A,10.0,10.0,35.0,25-45,25.0,45.0,30.0,pmid_17209415
15.0,,healthy,Group B,8.0,7.0,42.0,35-50,35.0,50.0,40.0,pmid_17209415
109.0,Parkinson's disease,patients,,,,,,,,,pmid_25045127
15.0,healthy,patients,adults,,,,,,,,pmid_20399274
